Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
237006,REVERENCE HOME HEALTH AND HOSPICE,348 NORTH BURDICK ST,KALAMAZOO,MI,49007,1363,1036,11.8,6.6,2.7,1.6,0.1,0.5,0.3,3310763,3612786,3759221,0.0,146,54900,75,414,622,722,314,880,112,,21,,,2.27,22,25,27,15,49,55,40,42,47,69,,61,17,51,10,12
237007,VISITING NURSE SERVICES OF WESTERN MICHIGAN,1401 CEDAR NE,GRAND RAPIDS,MI,49503,2085,1645,13.5,6.2,4.3,1.2,0.2,1.4,0.2,5651506,5326790,5992632,0.3,296,112152,73,686,959,1154,491,1347,174,,71,,29,2.22,22,21,26,15,41,55,32,43,45,72,,55,15,60,9,10
237008,MCLAREN VISITING NURSE & HOSPICE,2815 S PENNSYLVANIA AVE STE 4,LANSING,MI,48910,1251,991,14.3,6.6,4.5,2.0,0.3,0.6,0.3,2755733,3910611,3793536,0.1,182,79395,76,357,634,742,249,807,136,,35,0,,2.47,27,28,27,15,52,59,42,43,47,67,,62,17,62,9,11
237010,MCLAREN VISITING NURSE & HOSPICE,1515 CAL DRIVE,DAVISON,MI,48423,1421,1126,14.6,7.1,4.6,1.7,0.2,0.8,0.2,3170927,4697507,4390103,0.0,217,91259,76,437,689,889,237,856,232,,20,,,2.72,29,33,32,17,60,59,48,41,54,70,,,11,67,8,17
237011,MICHIGAN VISITING NURSE,2850 S INDUSTRIAL,ANN ARBOR,MI,48104,1141,885,14.4,7.8,4.5,0.9,0.1,1.2,0.2,3762898,3021248,3084944,0.3,259,114447,74,331,554,661,224,709,108,28,14,0,26,2.17,21,22,21,16,36,48,24,46,38,56,,45,20,52,9,10
237013,GREATER OAKLAND VNA,929 W HURON STREET,WATERFORD,MI,48328,35,21,11.7,6.4,2.6,0.0,0.0,2.7,0.0,60832,79488,82683,2.0,,,69,,,,,19,,0,,0,0,1.98,24,10,29,19,38,24,24,24,38,67,,67,10,43,0,5
237015,MIDMICHIGAN HOME CARE,3007 NORTH SAGINAW ROAD,MIDLAND,MI,48640,2011,1471,17.3,8.2,5.3,1.3,0.2,2.1,0.4,7308489,5628148,6392910,1.3,341,121085,76,595,876,1084,387,1439,,,14,,,2.19,27,27,27,17,49,49,40,45,43,67,,62,15,55,9,10
237016,MICHIGAN COMMUNITY VNA,"30800 TELEGRAPH RD, SUITE 1728",BINGHAM FARMS,MI,48025,1148,816,11.9,4.0,5.9,1.5,0.1,0.3,0.1,2721526,3415424,3557714,0.0,219,78675,76,280,536,600,216,566,229,,14,,,2.26,15,42,25,13,40,45,31,36,48,59,,56,10,72,11,13
237018,CHIPPEWA COUNTY HEALTH DEPT,"508 ASHMUN STREET, SUITE 120",SAULT SAINTE MARIE,MI,49783,491,375,16.9,6.5,5.5,2.4,0.1,2.1,0.2,1688409,1376506,1563048,0.2,94,35092,78,160,215,296,79,308,0,0,,62,,1.91,25,25,22,15,41,44,35,36,43,65,,56,10,52,9,13
237023,"ST JOSEPH MERCY HOME CARE, LIVINGSTON","8273 W GRAND RIVER AVE, SUITE 110",BRIGHTON,MI,48114,750,626,15.8,6.5,6.1,1.3,0.3,1.0,0.6,2314614,2233486,2373252,0.1,84,34407,78,234,392,535,91,614,,,0,,,2.06,26,29,24,18,46,51,36,34,37,68,,56,15,59,5,13
237025,MUNSON HOME CARE,550 MUNSON AVENUE,TRAVERSE CITY,MI,49686,4644,3531,14.2,7.7,3.3,1.1,0.3,1.6,0.3,11974836,11757723,13392853,0.2,532,198999,76,1574,1957,2627,904,3437,,,20,39,17,1.91,24,22,24,14,39,46,35,40,41,66,,53,14,61,7,11
237028,BRONSON AT HOME,165 N WASHINGTON,BATTLE CREEK,MI,49037,1786,1357,14.9,8.4,4.3,1.6,0.1,0.5,0.1,7048703,5125023,5213441,0.1,294,116382,76,516,841,1007,350,1186,128,,22,,11,2.16,21,21,26,16,45,53,34,39,43,65,,54,13,52,8,10
237035,COMMUNITY HOME CARE SERVICES,231 WEST PINE LAKE DRIVE,NEWAYGO,MI,49337,649,276,18.7,8.3,7.1,0.7,0.1,2.5,0.1,1654609,1798420,2036137,0.2,35,12940,77,111,165,175,101,259,11,0,,,,1.92,20,32,27,13,39,40,36,42,40,57,,42,12,74,8,9
237036,MCLAREN VISITING NURSE & HOSPICE,501 S MISSION ST,MOUNT PLEASANT,MI,48858,328,260,14.2,7.3,3.6,1.5,0.2,1.4,0.1,691120,830649,935250,0.3,51,16615,75,112,148,162,98,249,,0,,,,2.39,22,25,35,15,51,49,48,48,51,,,70,14,68,7,15
237042,NORTHWEST MICHIGAN COMMUNITY HEALTH AGENCY,220 WEST GARFIELD,CHARLEVOIX,MI,49720,219,180,13.9,3.5,7.3,1.0,0.1,1.9,0.2,525105,624571,709260,0.2,28,9320,82,58,122,143,37,177,0,0,0,,,1.69,26,31,16,11,41,39,25,36,36,56,,49,21,62,6,9
237051,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,300 EAST CHICAGO STREET,COLDWATER,MI,49036,357,259,16.1,8.9,3.0,1.2,0.0,2.9,0.1,788477,811409,917658,0.4,57,21537,78,96,163,193,66,256,,0,,0,,2.16,18,30,28,17,55,47,43,36,42,52,,57,14,55,9,15
237052,DISTRICT HEALTH DEPT NO 2,630 PROGRESS STREET,WEST BRANCH,MI,48661,338,165,14.7,9.6,2.8,0.0,0.0,2.3,0.0,730020,668883,762234,0.0,14,5280,78,54,111,118,47,163,0,0,,0,,1.99,24,31,24,15,47,41,45,39,38,61,,67,21,62,10,8
237059,VNA HOME HEALTH CARE,"1430 MILITARY, SUITE A",PORT HURON,MI,48060,592,402,17.3,8.5,4.7,0.8,0.1,2.9,0.3,1594116,1634003,1738515,0.3,58,20992,76,167,235,297,105,374,14,,,,,2.39,20,37,34,15,51,52,47,43,46,67,,70,13,70,7,14
237069,"ST JOSEPH MERCY HOME CARE, ANN ARBOR","3075 CLARK ROAD, SUITE 200",YPSILANTI,MI,48197,1596,1296,15.3,5.9,5.6,2.0,0.4,1.1,0.3,4730934,4940310,5099075,0.0,274,117762,78,447,849,1055,241,1088,164,11,16,0,17,2.25,27,30,26,18,48,57,33,42,44,69,,57,14,59,5,14
237073,REVERENCE HOME HEALTH AND HOSPICE,"5445 ALI DRIVE, DEPT 200",GRAND BLANC,MI,48439,1256,1003,14.0,7.6,4.1,0.9,0.1,0.8,0.5,3116796,3597770,3437953,0.4,199,84305,76,432,571,808,195,907,71,,,,,2.41,27,35,27,19,52,59,45,40,53,71,,64,16,63,8,14
237074,HEARTLAND HOME HEALTHCARE,"429 N STATE STREET, SUITE 206",CARO,MI,48723,246,189,8.9,6.0,1.7,1.0,0.0,0.0,0.3,447724,534350,604763,0.0,37,14497,75,75,114,138,51,188,0,0,0,,,2.29,22,32,32,21,52,42,39,48,42,71,,70,12,67,11,13
237075,ADVANCED PROFESSIONAL HOME HEALTH CARE,"2075 WEST BIG BEAVER ROAD, SUITE 602",TROY,MI,48084,757,513,8.6,4.9,2.7,0.7,0.1,0.1,0.0,1163841,1973050,2089973,0.0,87,27780,71,235,278,353,160,396,94,,,,,2.55,19,27,24,21,41,49,31,46,49,64,,55,13,52,10,10
237081,REVERENCE HOME HEALTH AND HOSPICE,37650 GARFIELD,CLINTON TOWNSHIP,MI,48036,2966,2243,16.2,7.2,5.7,1.8,0.2,1.0,0.3,9066024,8906871,9442900,0.3,662,251300,77,843,1400,1742,501,1684,494,23,22,0,20,2.68,26,33,29,19,55,56,43,36,54,75,,70,14,65,7,18
237085,GENTIVA HEALTH SERVICES,5148 LOVERS LANE STE 210,KALAMAZOO,MI,49002,592,451,17.1,6.3,7.1,3.0,0.1,0.6,0.0,2022310,2071981,2155143,0.0,56,21305,81,140,311,348,103,411,30,,,0,,2.16,25,42,24,13,47,48,38,48,37,58,,54,20,66,16,13
237087,HENRY FORD HOME HEALTH CARE,"ONE FORD PLACE, SUITE 4C",DETROIT,MI,48202,6233,4718,17.2,9.1,5.0,1.6,0.2,1.1,0.4,16594127,18218570,19275478,0.9,1104,410117,76,1818,2900,3555,1163,3043,1451,,104,,61,2.52,24,32,25,17,50,57,36,35,50,66,,63,13,60,8,14
237093,UP HEALTH SYSTEM HOME CARE AND HOSPICE,580 W COLLEGE AVE,MARQUETTE,MI,49855,1200,739,15.3,9.2,2.7,1.0,0.1,2.2,0.2,2909896,2702663,3034147,1.0,164,61106,75,295,444,553,186,709,,,,17,,2.03,20,19,28,15,43,45,35,40,40,63,,51,15,55,7,8
237094,ADVISACARE,"3290 WEST BIG BEAVER ROAD, SUITE 260",TROY,MI,48084,36,27,19.9,4.9,10.8,3.2,0.1,0.9,0.0,107700,136874,143725,0.0,,,86,,,,,23,,0,,0,,1.61,15,59,15,4,52,52,26,37,26,59,,56,22,52,15,26
237101,MEMORIAL HEALTHCARE HOME HEALTH AGENCY,"1975 W M-21, SUITE 102",OWOSSO,MI,48867,394,301,14.1,6.0,5.3,0.9,0.1,1.4,0.4,2149333,1027002,1151429,0.0,75,32449,77,108,193,228,73,294,,,,0,,1.91,19,30,24,17,41,44,36,42,45,63,,54,24,61,6,10
237104,CARING HOME HEALTH,N10567 GRAND VIEW LANE,IRONWOOD,MI,49938,116,87,16.4,8.2,3.9,1.2,0.6,2.5,0.0,366861,295636,334310,0.0,13,5128,78,36,51,57,30,86,0,0,0,,,2.23,28,29,17,16,63,59,41,31,40,49,,53,14,55,7,14
237112,BEAUMONT HOME CARE,1410 E 14 MILE RD,MADISON HEIGHTS,MI,48071,5181,4082,17.0,7.7,5.5,2.1,0.2,1.1,0.3,18335004,15244907,16134401,0.4,823,326724,79,1403,2679,3468,614,3363,552,56,,,65,2.47,29,32,26,21,48,53,34,36,45,73,,63,17,61,8,15
237122,NORTH OAKLAND HOME HEALTH CARE,"7736 ORTONVILLE ROAD, SUITE B",CLARKSTON,MI,48348,249,207,10.9,4.7,4.1,1.1,0.2,0.5,0.3,463502,676065,707389,0.0,72,28505,77,74,133,162,45,175,29,0,,0,,2.38,26,40,30,16,50,46,37,48,45,66,,67,14,65,9,14
237124,CRITTENTON HOME CARE,"2251 NORTH SQUIRREL ROAD, SUITE 320",AUBURN HILLS,MI,48326,932,662,18.2,9.6,4.1,1.0,0.1,3.2,0.1,2466766,2412854,2552227,0.6,127,46037,79,257,405,584,78,620,25,,,0,,2.36,28,41,23,15,51,52,34,31,45,69,,67,15,65,7,15
237125,THE MEDICAL TEAM,"17197 NORTH LAUREL PARK DRIVE, SUITE 555",LIVONIA,MI,48152,1858,1322,17.2,7.6,5.1,2.8,0.1,1.4,0.2,6480953,5885851,6064010,0.1,149,60328,83,404,918,1056,266,1235,62,,12,,,2.48,24,72,22,13,53,52,34,56,42,60,,64,17,73,18,18
237126,NORTH OTTAWA HOME CARE NURSING,"1061 S BEACON BLVD, SUITE 100",GRAND HAVEN,MI,49417,482,354,16.8,8.5,3.4,2.1,0.3,1.9,0.5,1214736,1215091,1368972,0.6,49,18661,81,120,234,290,64,345,,,,,,1.72,23,28,14,14,36,43,25,40,31,58,,43,21,65,8,11
237136,GENTIVA HEALTH SERVICES,"4458 OAKBRIDGE DRIVE, SUITE B",FLINT,MI,48532,442,294,18.2,7.6,5.4,3.4,0.1,1.3,0.5,1669835,1589341,1503009,0.2,58,24150,79,88,206,232,62,253,38,0,,0,,2.58,22,49,28,16,55,52,40,52,47,62,,64,14,73,10,14
237144,UNITED HOME HEALTH SERVICES,2200 CANTON CENTER RD,CANTON,MI,48187,444,358,15.4,6.6,5.2,2.0,0.1,1.3,0.1,1677086,1287673,1379483,0.1,86,31701,78,132,226,294,64,318,31,,,0,,2.60,27,34,33,17,56,58,46,42,51,68,,65,13,69,8,19
237145,STURGIS HOME HEALTH CARE,"600 S LAKEVIEW, STE B01",STURGIS,MI,49091,162,116,18.4,9.9,3.0,0.5,0.0,3.9,1.1,545820,370218,414821,1.4,22,7978,79,56,60,86,30,115,0,0,,0,,2.34,25,27,29,24,60,51,49,39,41,48,,59,13,55,12,8
237151,REVERENCE HOME HEALTH AND HOSPICE,716 GERMAN,TAWAS CITY,MI,48764,493,383,13.8,8.7,2.3,1.0,0.0,1.4,0.4,1169015,1111148,1253648,0.2,82,30730,73,170,213,274,109,339,34,,,0,,2.08,22,23,34,16,46,46,46,43,48,74,,66,13,63,8,11
237157,SHARED SERVICES HOME HEALTH CARE,"1601 BRIARWOOD CIRCLE, SUITE 475",ANN ARBOR,MI,48108,614,444,21.3,7.3,8.2,2.8,0.2,2.5,0.3,2454446,2150976,2218272,0.3,45,19638,79,152,292,387,57,407,20,,,,,2.29,22,36,26,18,53,62,34,46,47,69,,60,20,67,9,16
237160,VITALCARE,761 LAFAYETTE AVE,CHEBOYGAN,MI,49721,1704,1226,14.1,8.6,2.7,0.6,0.2,1.8,0.3,3766361,3918849,4439256,0.5,322,121185,76,555,671,887,339,1173,,,,36,,1.95,24,22,26,17,40,50,39,42,39,68,,56,14,60,6,12
237161,CARSON HOME CARE NETWORK,406 EAST ELM STREET,CARSON CITY,MI,48811,201,118,19.6,12.8,1.6,0.3,0.1,4.7,0.1,798466,422875,462055,2.1,30,12007,72,42,76,81,37,112,0,0,,,,2.19,20,28,28,19,33,36,47,43,35,61,,49,18,64,4,10
237162,HEARTLAND HOME CARE,1426 STRAITS DRIVE,BAY CITY,MI,48706,905,617,11.6,7.4,2.7,0.9,0.0,0.1,0.7,2083963,2117819,2354853,0.2,119,45558,76,247,370,424,193,555,44,0,12,,,2.53,26,33,31,13,50,52,47,48,48,67,,70,18,66,13,11
237163,LAKELAND HOMECARE,"2550 MEADOWBROOK ROAD, SUITE 110",BENTON HARBOR,MI,49022,2465,1684,17.9,8.7,4.9,1.6,0.3,2.0,0.4,12414411,6773851,7470410,1.6,285,109683,76,648,1036,1181,503,1399,243,,21,,12,2.17,21,24,24,15,41,51,36,38,43,64,,54,12,53,8,13
237164,HOME HEALTH CARE OF SPARROW,"3315 E MICHIGAN AVENUE, SUITE 4",LANSING,MI,48912,1688,1230,16.3,8.8,4.9,1.0,0.2,1.3,0.1,5195051,5220643,5040891,0.6,270,108482,76,495,735,901,329,1084,94,14,24,,,2.40,26,30,29,15,50,49,36,42,44,65,,55,15,57,7,12
237165,MCLAREN VISITING NURSE & HOSPICE,2110 16TH STREET 7,BAY CITY,MI,48708,1540,1143,15.2,7.9,4.3,1.6,0.1,1.1,0.2,3570005,4227243,4506971,0.5,185,67501,76,479,664,856,287,1089,15,,21,,14,2.17,29,27,31,14,55,45,45,43,47,,,,16,72,13,11
237166,SPECTRUM HEALTH LUDINGTON HOME CARE,"ONE NORTH ATKINSON DRIVE, SUITE 202",LUDINGTON,MI,49431,478,411,11.9,7.6,3.0,0.6,0.0,0.7,0.0,918115,1085716,1235638,0.0,90,35509,78,165,246,316,95,396,,,,,0,2.00,27,21,21,18,46,45,37,37,40,67,,53,13,63,6,12
237169,ADVISACARE,"2367 S LINDEN ROAD, SUITE B",FLINT,MI,48532,15,12,16.5,11.2,1.8,1.3,0.1,1.2,1.0,38103,40245,40613,0.0,,,67,,,,,,,0,,0,0,3.62,25,25,25,33,58,50,25,58,42,,,67,17,67,0,17
237172,MCLAREN VISITING NURSE & HOSPICE,"12900 HALL ROAD, SUITE 200",STERLING HEIGHTS,MI,48313,2193,1633,15.8,7.9,4.6,1.7,0.2,1.3,0.2,5281277,6157270,6549224,0.3,363,137227,75,584,1049,1157,476,1471,115,,34,,,2.49,25,31,33,16,52,56,49,40,50,73,,71,11,67,9,15
237180,CENTRAL HOME HEALTH CARE,"20245 WEST 12 MILE ROAD, SUITE 100",SOUTHFIELD,MI,48076,214,165,17.4,5.6,9.1,0.6,0.3,1.5,0.1,1093964,715613,764832,0.0,20,7575,73,59,106,101,64,63,97,,0,0,,2.31,15,23,30,17,45,44,35,42,56,74,,57,10,72,3,22
237182,NORTH WOODS HOME NURSING,226 SOUTH CEDAR STREET,MANISTIQUE,MI,49854,1178,531,15.0,8.6,3.3,0.9,0.1,2.1,0.0,2669530,2723366,3095144,0.2,132,41892,79,212,319,394,137,493,0,0,,29,,1.81,20,29,28,11,47,40,44,33,36,55,,51,14,53,4,10
237186,A&D HEALTH CARE PROFESSIONAL,3375 CARVER,SAGINAW,MI,48603,1216,824,21.1,9.5,5.7,2.9,0.2,2.5,0.3,2831808,3685894,4133591,0.8,98,36169,77,257,567,481,343,719,77,,20,,,2.60,24,40,29,14,55,51,44,52,49,65,,71,19,67,14,12
237187,UPPER PENINSULA HOME HEALTH & HOSPICE,510 MATHER AVE,ISHPEMING,MI,49849,1000,561,18.5,9.3,3.1,0.8,0.1,5.1,0.0,2691817,2203169,2504961,0.2,88,28645,78,201,360,441,120,546,,,,,,1.83,17,23,24,17,39,37,35,42,36,61,,48,19,56,6,7
237191,MUNSON HOME CARE,"7985 MACKINAW TRAIL, SUITE 100",CADILLAC,MI,49601,269,242,14.1,8.1,2.8,1.2,0.3,1.6,0.1,646742,650614,739849,0.0,31,9381,77,109,133,155,87,237,,0,,,,2.63,23,28,22,12,47,48,41,42,43,60,,60,16,58,10,10
237192,"ST JOSEPH MERCY HOME CARE, OAKLAND","1111 W LONG LAKE RD, SUITE 102",TROY,MI,48098,1472,1222,15.7,5.5,6.4,2.5,0.4,0.6,0.3,4552542,4782156,5094593,0.0,214,80012,78,455,767,1054,168,1026,141,14,28,0,13,2.18,27,32,26,19,51,52,37,37,45,71,,63,15,67,5,14
237198,MERCY VNS AND HOSPICE SERVICES,"684 HARVEY STREET, SUITE 101",MUSKEGON,MI,49442,2377,1647,15.9,8.1,3.8,1.6,0.3,2.0,0.1,6440978,6491084,6853311,0.2,323,128811,75,648,999,1113,534,1377,205,,35,13,,2.24,20,25,24,16,47,55,33,43,47,66,,43,12,59,7,10
237202,PINNACLE SENIOR CARE,"2755 CARPENTER ROAD, SUITE 2NE",ANN ARBOR,MI,48108,152,104,14.5,7.1,6.7,0.6,0.0,0.1,0.1,387385,455628,478648,0.0,43,15856,76,30,74,63,41,77,22,,,0,,2.32,23,42,28,5,52,59,35,39,44,60,,43,5,64,5,15
237206,PROMEDICA HOME HEALTH CARE,"770 RIVERSIDE AVENUE, SUITE 102",ADRIAN,MI,49221,869,589,17.2,9.0,4.2,1.8,0.4,1.6,0.2,2833354,2293933,2555961,0.9,79,30865,76,252,337,459,130,561,,,18,0,,2.21,28,25,31,14,48,54,45,41,51,68,,55,15,59,10,15
237208,HOMECARE OF HOLLAND HOME,2100 RAYBROOK SE,GRAND RAPIDS,MI,49546,802,506,16.9,8.4,4.2,2.4,0.3,1.4,0.2,2824715,2239437,2467607,0.9,113,38824,84,166,340,418,88,476,20,,,0,,1.88,24,52,16,13,41,47,21,50,31,61,,42,26,67,15,9
237211,OAKWOOD HOME CARE SERVICES,1633 FAIRLANE CIRCLE,ALLEN PARK,MI,48101,3415,2705,15.0,7.1,4.9,1.6,0.2,0.9,0.3,11120998,9610014,10296100,0.1,592,216843,76,1043,1662,1993,712,2065,494,,86,,31,2.55,24,34,33,17,57,56,49,43,56,72,,70,13,68,9,17
237212,ASPIRUS AT HOME,311  6TH STREET,CALUMET,MI,49913,590,393,13.0,6.0,3.5,0.7,0.1,2.7,0.0,1376760,1349559,1537949,0.0,99,30081,78,154,239,298,95,388,0,0,,,,1.66,22,19,24,13,44,42,30,38,37,56,,47,23,59,7,11
237213,GERBER HOME CARE,204 WEST MAIN STREET,FREMONT,MI,49412,631,418,18.8,8.8,5.0,1.6,0.3,2.8,0.2,2318711,1813213,1966996,0.8,108,41375,74,166,252,266,152,396,,,,,,2.12,19,26,25,14,40,48,39,48,48,73,,51,15,59,10,11
237217,"MERCY HEALTH HOME CARE, GRAND RAPIDS","1430 MONROE NW, SUITE 120",GRAND RAPIDS,MI,49505,1430,1057,15.0,6.9,4.5,2.1,0.1,1.1,0.4,3720614,3980600,4476198,0.1,206,80052,73,416,641,676,381,813,155,16,56,,,2.42,19,23,28,13,42,53,35,46,43,64,,44,13,49,12,10
237219,UNS HOME HEALTH AGENCY,2925 PORTAGE ROAD,KALAMAZOO,MI,49001,209,134,15.2,7.1,5.8,1.2,0.2,0.9,0.0,625783,675023,682154,0.3,45,16795,82,38,96,97,37,121,,,0,,,2.24,22,49,19,8,48,43,30,55,35,54,,43,16,61,18,10
237222,GENTIVA HEALTH SERVICES,"625 KENMOOR SE AVE, STE 306",GRAND RAPIDS,MI,49546,1127,768,18.3,7.7,6.5,2.7,0.4,0.7,0.3,3769648,3533335,3930995,0.1,131,44884,80,259,509,607,161,719,31,0,13,,,2.03,21,41,21,12,39,49,26,45,39,61,,46,18,71,15,11
237223,"MUNSON HOME CARE, GRAYLING","324 MEADOWS DRIVE, SUITE A",GRAYLING,MI,49738,197,181,13.1,7.9,2.6,1.0,0.1,1.4,0.2,479021,458815,520419,0.5,11,4596,77,80,101,137,44,179,0,0,,0,,2.47,23,30,22,16,55,60,40,44,49,67,,69,9,60,9,9
237224,HOMCARE,875 W SUMMIT AVENUE,MUSKEGON,MI,49441,369,294,16.8,8.6,5.4,2.2,0.2,0.4,0.0,1066897,1113138,1158082,0.3,79,27639,77,98,196,226,68,267,20,,,0,0,1.91,19,29,16,10,35,45,22,39,47,63,,36,13,69,5,10
237226,HOLLAND COMMUNITY HOSPITAL,750 E 40TH STREET,HOLLAND,MI,49423,1109,722,18.0,10.2,3.8,1.2,0.2,1.4,1.2,3892504,2853261,3228438,1.3,118,43701,77,271,451,522,200,637,15,,57,0,,2.15,23,32,24,11,42,47,28,49,40,66,,48,20,58,14,10
237235,ALPENA REGIONAL MEDICAL CENTER HOME CARE,1521 W. CHISHOLM STREET,ALPENA,MI,49707,762,618,13.4,7.3,3.6,0.8,0.3,1.1,0.3,2084234,1808927,2056973,0.1,61,23776,75,274,344,467,151,606,,,,,,2.15,22,25,22,14,40,45,35,38,45,69,,50,10,54,7,12
237239,ST FRANCIS HOME HEALTH CARE,901 NORTH LINCOLN ROAD,ESCANABA,MI,49829,580,388,16.2,7.4,4.8,1.9,0.1,1.5,0.6,2335220,1493525,1695512,0.3,55,20115,79,152,236,294,94,376,0,0,,,0,1.82,23,19,23,14,47,42,40,40,40,61,,51,11,42,9,9
237242,WELLSPRING LUTHERAN SERVICES,100 MAYER RD,FRANKENMUTH,MI,48734,506,367,18.1,9.9,5.3,1.8,0.2,0.7,0.2,1828333,1496017,1602661,3.9,74,25627,81,140,227,307,60,345,,0,,0,,2.13,30,40,19,15,44,49,31,34,39,63,,62,17,66,15,15
237243,NORTHERN HOME CARE,230 N CHARLES,WHITE CLOUD,MI,49349,82,49,16.2,11.3,3.4,0.0,0.0,1.5,0.0,234272,187388,208458,0.3,,,75,20,29,25,24,47,0,0,,0,,1.71,12,22,16,10,61,41,35,39,53,55,,43,4,,8,8
237244,FAMILY CARE CHOICE & SERVICES,"23800 WEST 10 MILE RD, SUITE 108",SOUTHFIELD,MI,48034,180,112,17.4,7.7,5.5,0.4,0.0,3.8,0.0,1060168,482925,510561,1.0,15,5723,78,62,50,83,29,30,82,0,0,0,0,2.32,12,44,26,21,48,47,37,24,69,53,,68,5,58,11,17
237249,CHELSEACARE HOME HEALTH,1515 COMMERCE PARK DRIVE,CHELSEA,MI,48118,340,286,13.5,3.9,6.7,1.9,0.6,0.3,0.1,661862,1111391,1127728,0.2,37,16173,78,106,180,262,24,280,0,,,,,1.57,16,23,17,13,28,34,23,36,27,57,,38,14,72,3,13
237252,GLOBAL HOME CARE,1883 EAST MAPLE ROAD,TROY,MI,48083,445,219,17.3,6.5,7.2,0.2,0.1,3.2,0.1,1476324,1319445,1408538,0.1,35,11946,76,71,148,123,96,66,147,,0,0,,2.67,16,43,28,13,45,51,35,39,65,59,,70,7,,7,18
237255,PORTER HILLS HOME HEALTH CARE,555 CASCADE WEST PARKWAY SE,GRAND RAPIDS,MI,49546,965,663,15.0,7.0,4.9,1.7,0.4,1.0,0.1,1458930,2528998,2804053,0.1,110,41122,81,213,450,517,146,610,31,0,17,,,2.15,28,41,21,17,45,50,25,49,36,59,,48,21,63,16,13
237258,HOMECARE CONNECTION,"1070 N MONROE ST, SUITE A",MONROE,MI,48162,767,582,18.4,8.0,5.8,3.5,0.1,1.0,0.1,2889277,2429557,2611115,0.4,79,30895,74,232,350,425,157,555,15,0,,0,,2.42,20,23,29,15,45,54,43,51,50,67,,66,13,73,8,12
237262,UP HEALTH SYSTEM HOME CARE AND HOSPICE PORTAGE,821 W  WATER STREET,HANCOCK,MI,49930,344,220,24.3,13.5,4.2,0.8,0.0,5.8,0.2,1140030,1011214,1042113,9.7,35,13451,79,90,130,168,52,215,0,,,,,1.99,19,28,24,15,45,37,32,35,34,55,,52,17,60,11,10
237268,CARING NURSES OF MICHIGAN,23300 GREENFIELD ROAD SUITE 213,OAK PARK,MI,48237,54,39,10.9,7.5,2.5,0.1,0.0,0.7,0.0,198170,125185,134099,0.0,,,70,17,22,15,24,,36,,0,0,0,3.75,18,31,41,13,67,74,56,31,,,,,13,62,3,18
237270,SOUTH HAVEN HOMECARE,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,176,138,15.6,9.7,3.4,1.2,0.1,1.3,0.0,382719,469156,471921,1.1,51,23812,77,56,82,91,47,122,12,0,,0,,2.25,17,31,24,15,39,54,36,44,43,57,,55,13,57,7,13
237272,BAY NURSING,255 NORTH BAILEY STREET,ROMEO,MI,48065,889,656,18.2,7.5,5.8,3.1,0.3,1.3,0.1,3338838,2977358,3165030,0.2,89,31811,76,258,398,508,148,612,23,,,0,,2.47,27,42,26,14,47,52,39,42,43,70,,65,13,63,13,14
237274,GREAT LAKES CARING,900 COOPER STREET,JACKSON,MI,49202,12393,6619,16.6,7.4,5.0,1.9,0.6,1.3,0.4,44200320,37797320,39534504,0.6,1589,599310,77,2517,4102,4851,1768,6040,361,,120,,57,2.42,22,39,29,13,50,50,39,51,45,65,,60,23,69,12,12
237277,EXPERTS IN HOME HEALTH MANAGEMENT,25319 LITTLE MACK,SAINT CLAIR SHORES,MI,48081,523,319,16.7,7.4,5.7,1.4,0.1,2.0,0.1,1645414,1559055,1662245,0.1,53,17464,77,105,214,209,110,171,137,,,0,,2.80,15,43,29,17,50,51,42,42,49,70,,71,13,70,13,14
