HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",CT,426,420,4206.00,5163.00,4577.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",DC,42,41,4846.00,4739.00,4602.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",DE,100,98,4843.00,4681.00,4553.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",FL,11016,10041,2799.00,4423.00,4578.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",GA,1000,993,4331.00,4083.00,4560.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",IA,139,139,4531.00,4183.00,4584.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",ID,177,172,4523.00,4065.00,4574.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",IL,2063,2006,4613.00,4618.00,4581.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",IN,738,725,4520.00,4242.00,4566.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",KS,238,236,4133.00,4094.00,4531.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",KY,759,745,4258.00,3996.00,4579.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",LA,638,631,4433.00,3899.00,4590.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MA,1030,1024,4578.00,5008.00,4586.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MD,552,551,4599.00,4540.00,4574.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",ME,147,147,4223.00,4270.00,4542.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MI,1701,1663,4407.00,4306.00,4570.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MN,196,195,4545.00,4820.00,4562.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MO,579,573,4165.00,4111.00,4569.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MS,657,640,4597.00,3797.00,4586.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",MT,56,55,3742.00,4078.00,4594.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NC,1061,1052,3948.00,4087.00,4571.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",ND,15,15,5746.00,3658.00,4585.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NE,144,144,4186.00,4432.00,4601.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NH,134,134,4198.00,4668.00,4588.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NJ,458,455,4790.00,4903.00,4579.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NM,173,170,4687.00,4290.00,4581.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NV,217,214,4925.00,5131.00,4593.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",NY,1037,1029,5234.00,5103.00,4590.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",OH,1080,1064,4067.00,4176.00,4584.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",OK,937,913,4509.00,3965.00,4609.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",OR,122,122,5857.00,4792.00,4577.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",PA,1184,1174,4802.00,4301.00,4574.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",PR,19,19,3867.00,2494.00,4601.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",RI,129,127,4335.00,4777.00,4607.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",SC,607,597,4106.00,4079.00,4576.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",SD,40,40,4147.00,4119.00,4639.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",TN,1488,1442,4306.00,3864.00,4579.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",TX,3187,3118,4547.00,4226.00,4580.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",UT,340,329,4131.00,4193.00,4590.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",VA,916,905,4202.00,4271.00,4567.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",VT,54,54,4275.00,4601.00,4589.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",WA,389,386,5512.00,4912.00,4580.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",WI,219,217,4622.00,4460.00,4553.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",WV,278,272,4196.00,3760.00,4560.00
2BGL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2",WY,35,34,4394.00,4408.00,4586.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",AL,735,728,5146.00,4095.00,5059.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",AR,311,310,5470.00,4254.00,5067.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",AZ,241,236,4937.00,5061.00,5053.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",CA,606,603,5836.00,6337.00,5052.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",CO,273,270,4799.00,5010.00,5026.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",CT,315,314,4547.00,5704.00,5083.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",DC,26,26,5792.00,5237.00,5073.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",DE,64,63,5041.00,5253.00,5089.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",FL,7083,6549,3390.00,4863.00,5057.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",GA,703,697,4792.00,4554.00,5051.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",IA,95,95,4496.00,4552.00,5015.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",ID,123,119,4992.00,4541.00,5063.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",IL,1159,1151,5032.00,5059.00,5051.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",IN,580,576,5071.00,4722.00,5062.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",KS,227,227,4401.00,4561.00,5045.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",KY,727,724,4894.00,4431.00,5074.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",LA,416,410,4831.00,4288.00,5064.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MA,717,711,5174.00,5536.00,5091.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MD,475,475,4998.00,5005.00,5061.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",ME,91,91,4615.00,4823.00,5074.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MI,997,987,4953.00,4760.00,5063.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MN,145,144,4981.00,5264.00,5038.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MO,449,448,4621.00,4527.00,5023.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MS,514,487,5230.00,4196.00,5074.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",MT,28,28,4247.00,4550.00,5100.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NC,873,867,4365.00,4543.00,5066.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",ND,14,14,5841.00,4208.00,5074.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NE,105,103,4537.00,4899.00,5079.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NH,85,85,5010.00,5085.00,5023.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NJ,292,292,5184.00,5462.00,5074.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NM,95,94,4955.00,4727.00,5057.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NV,139,139,6050.00,5782.00,5119.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",NY,585,584,5776.00,5614.00,5083.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",OH,986,977,4529.00,4638.00,5069.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",OK,451,444,5107.00,4369.00,5081.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",OR,107,107,5935.00,5382.00,5078.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",PA,802,799,5168.00,4727.00,5050.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",PR,30,30,4362.00,2637.00,5093.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",RI,86,86,4626.00,5236.00,5043.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",SC,422,419,4759.00,4498.00,5065.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",SD,42,42,4369.00,4388.00,4998.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",TN,927,917,4574.00,4257.00,5064.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",TX,2160,2130,4998.00,4667.00,5069.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",UT,314,307,4773.00,4618.00,5072.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",VA,670,667,4490.00,4725.00,5042.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",VT,39,39,4587.00,5063.00,5075.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",WA,270,269,6069.00,5398.00,5062.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",WI,161,160,4901.00,4956.00,5086.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",WV,227,225,4505.00,4213.00,5036.00
2BGM,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3",WY,27,27,4554.00,4739.00,4911.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AL,658,656,4374.00,3381.00,4180.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AR,240,239,4641.00,3552.00,4188.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AZ,338,337,4116.00,4135.00,4128.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CA,1559,1547,4873.00,5222.00,4196.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CO,222,221,3959.00,4089.00,4174.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CT,291,289,4118.00,4747.00,4188.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",DC,37,37,4382.00,4338.00,4192.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",DE,61,61,4275.00,4305.00,4217.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",FL,3311,3272,3590.00,3878.00,4178.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",GA,797,795,4202.00,3732.00,4180.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",HI,24,24,4232.00,4751.00,4213.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IA,184,184,3850.00,3861.00,4198.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ID,125,124,4792.00,3741.00,4199.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IL,1270,1260,4279.00,4212.00,4194.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IN,469,467,4208.00,3883.00,4186.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",KS,285,281,3983.00,3837.00,4189.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",KY,416,413,3983.00,3645.00,4192.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",LA,671,661,4363.00,3542.00,4190.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MA,695,689,4238.00,4629.00,4199.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MD,494,493,4219.00,4151.00,4178.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ME,123,122,3815.00,3968.00,4209.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MI,1704,1665,4128.00,3934.00,4177.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MN,214,213,4051.00,4373.00,4166.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MO,406,405,4195.00,3803.00,4190.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MS,678,664,4322.00,3473.00,4192.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MT,46,46,3333.00,3784.00,4213.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NC,740,737,3611.00,3742.00,4162.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ND,26,26,4419.00,3348.00,4134.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NE,83,81,3723.00,4063.00,4178.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NH,97,97,4090.00,4243.00,4184.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NJ,526,525,4646.00,4599.00,4192.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NM,137,135,4423.00,3959.00,4210.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NV,143,140,4789.00,4657.00,4232.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NY,859,852,5122.00,4614.00,4217.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",OH,638,637,3784.00,3801.00,4191.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",OK,450,444,4083.00,3595.00,4201.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",OR,148,148,5298.00,4438.00,4212.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",PA,870,865,4579.00,3947.00,4177.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",PR,56,55,4293.00,2248.00,4160.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",RI,66,66,3862.00,4376.00,4188.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",SC,451,449,4109.00,3747.00,4199.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",SD,17,17,5263.00,3728.00,4215.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",TN,1018,1002,4035.00,3561.00,4190.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",TX,2581,2516,4362.00,3876.00,4195.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",UT,194,190,4106.00,3830.00,4185.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",VA,761,755,3991.00,3888.00,4183.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",VT,63,63,3457.00,4118.00,4149.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",WA,337,332,5001.00,4488.00,4173.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",WI,254,252,4103.00,4101.00,4173.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",WV,271,269,4264.00,3406.00,4193.00
2BHK,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",WY,21,21,4367.00,4593.00,4492.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",AL,770,759,4746.00,3856.00,4743.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",AR,232,227,4911.00,4027.00,4745.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",AZ,282,281,4477.00,4702.00,4710.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",CA,1126,1121,5549.00,5967.00,4747.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",CO,212,211,4417.00,4624.00,4679.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",CT,242,240,4546.00,5371.00,4753.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",DC,36,36,4942.00,4935.00,4775.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",DE,52,51,4815.00,4885.00,4738.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",FL,4716,4551,3339.00,4500.00,4731.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",GA,796,788,4465.00,4232.00,4723.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",HI,11,11,4907.00,5423.00,4774.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",IA,121,121,4097.00,4340.00,4734.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",ID,146,143,4894.00,4197.00,4749.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",IL,1268,1228,4698.00,4751.00,4735.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",IN,428,424,4542.00,4412.00,4743.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",KS,231,230,4392.00,4292.00,4728.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",KY,463,456,4496.00,4124.00,4733.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",LA,695,677,4857.00,4008.00,4755.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MA,597,593,4797.00,5217.00,4743.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MD,449,445,4757.00,4694.00,4738.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",ME,105,102,4247.00,4519.00,4745.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MI,1345,1328,4684.00,4444.00,4731.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MN,201,201,4437.00,5006.00,4756.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MO,426,423,4597.00,4262.00,4710.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MS,668,651,4835.00,3945.00,4733.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",MT,51,51,3627.00,4212.00,4746.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NC,725,721,3884.00,4253.00,4714.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",ND,17,17,4927.00,3962.00,4773.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NE,96,96,4532.00,4572.00,4747.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NH,96,96,4420.00,4795.00,4721.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NJ,417,412,5124.00,5189.00,4721.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NM,120,118,4827.00,4431.00,4728.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NV,132,130,5210.00,5338.00,4773.00
2BHL,"Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2",NY,722,716,5307.00,5216.00,4776.00
