Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
157657,CAREFIRST REHAB LLC,7102 NOVA'S LANDING,SELLERSBURG,IN,47172,78,49,23.9,6.4,12.6,2.9,0.3,1.7,0.1,261964.00,309900.00,345060.00,0.0,,,76,16,33,25,24,48,,0,0,0,,2.47,37,27,16,18,53,51,41,49,49,57,,,18,73,18,14
157658,CM SUNSHINE HOME HEALTHCARE INC,8300 BROADWAY SUITE H2,MERRILLVILLE,IN,46410,99,51,21.2,8.2,3.9,1.1,0.2,7.8,0.0,211456.00,251993.00,268713.00,0.5,,,75,15,36,33,18,39,,0,,0,0,2.63,22,39,14,10,55,53,53,39,41,53,,55,12,65,12,6
157660,KORT - REHAB AT HOME,3602 NORTHGATE COURT SUITE 15,NEW ALBANY,IN,47150,130,106,10.9,2.0,9.0,0.0,0.0,0.0,0.0,264935.00,367348.00,412891.00,0.0,,,70,28,78,79,27,98,,0,0,0,,1.56,8,11,8,11,21,25,35,39,40,66,,46,11,,9,6
157661,HELPING HANDS SKILLED CARE,10202 W 400 N SUITE B,MICHIGAN CITY,IN,46360,33,23,26.5,12.1,11.5,0.0,0.1,2.8,0.0,128105.00,138775.00,141492.00,5.1,0,,71,,,,,23,0,0,0,0,0,3.63,22,26,9,4,39,52,39,52,70,52,,52,9,65,13,22
157662,PEAK HOME HEALTH,"8684 CONNECTICUT STREET, SUITE A2",MERRILLVILLE,IN,46410,47,41,15.6,4.6,9.3,1.0,0.7,0.0,0.0,82291.00,138930.00,147892.00,0.0,,,74,24,17,,,35,,0,,0,0,1.29,22,10,20,20,22,34,27,20,37,,,56,5,,0,15
157664,HORIZONS HOME CARE INC,1202 W BUENA VISTA ROAD SUITE 202,EVANSVILLE,IN,47710,134,106,22.4,7.8,7.2,4.6,0.8,1.8,0.1,432849.00,427006.00,495832.00,0.0,,,82,34,72,85,21,103,,,0,0,0,1.85,33,45,9,23,42,44,44,49,43,60,,52,24,,17,16
157665,CARE PLUS HOMEHEALTH CARE INC,1122 S SCATTERFIELD,ANDERSON,IN,46012,149,95,28.3,8.5,7.9,6.9,0.1,5.0,0.0,618199.00,582190.00,618453.00,0.0,,,83,29,66,68,27,86,,0,0,0,,2.14,18,47,22,7,51,40,27,53,33,60,,52,23,64,8,13
157667,FAVOR HEALTHCARE SERVICES INC,425 JOLIET ROAD SUITE 309,DYER,IN,46311,147,72,16.5,9.5,1.8,0.0,0.0,5.2,0.0,440589.00,319474.00,339758.00,0.0,,,76,21,51,42,30,12,57,0,,0,,1.61,7,28,17,6,46,31,33,18,60,69,,67,15,,1,14
157670,PARADIGM LIVING CONCEPTS,"7520 EAST 88TH PLACE, SUITE 101",INDIANAPOLIS,IN,46256,37,35,16.8,6.1,7.4,2.5,0.6,1.8,0.2,83448.00,118553.00,121062.00,0.0,,,79,,,,,29,,0,,0,0,2.47,29,26,26,6,57,71,54,63,57,69,,60,23,60,11,6
157671,"SIMPLY HOME HEALTH, LLC",813 WESTFIELD RD SUITE 200,NOBLESVILLE,IN,46062,48,35,28.6,8.1,7.5,0.0,0.0,13.0,0.0,197827.00,141413.00,146489.00,0.6,,,75,,,14,21,33,,0,0,0,,1.61,11,26,29,9,34,34,46,49,54,51,,31,17,60,17,3
167002,UNITYPOINT AT HOME,1333 DELHI STREET,DUBUQUE,IA,52001,768,602,13.3,8.0,3.2,1.0,0.1,0.9,0.1,1821426.00,1809065.00,2020186.00,0.0,73,27486.00,77,252,350,500,102,592,,,,,,1.73,16,19,9,16,37,43,32,31,37,66,,38,9,43,6,8
167003,WATERLOO VISITING NURSING ASSOCIATION,2530 UNIVERSITY AVENUE,WATERLOO,IA,50701,59,45,26.7,7.6,6.8,3.0,0.6,8.7,0.0,181932.00,163145.00,186135.00,2.1,,,79,16,29,28,17,40,,0,0,0,,2.40,22,40,4,13,44,51,33,47,38,62,,58,27,60,13,7
167005,ST LUKES VISITING NURSE ASSOCIATION,"600 BOYSON ROAD NE, SUITE 2",CEDAR RAPIDS,IA,52402,595,497,15.8,7.5,5.0,1.7,0.2,1.4,0.0,1587639.00,1599299.00,1756004.00,0.7,66,25802.00,77,185,312,384,113,476,,,,0,,1.94,28,20,20,16,46,48,36,44,42,65,,56,13,55,8,8
167012,GENESIS VNA AND HOSPICE,2894 AAA COURT,BETTENDORF,IA,52722,3692,2494,18.3,8.9,4.4,1.6,0.3,3.0,0.1,9211525.00,10593962.00,11278819.00,1.9,436,146055.00,77,902,1592,1923,571,2270,147,12,56,,,1.97,22,20,13,15,41,47,37,36,39,61,,54,11,48,9,11
167014,JOHNSON COUNTY VISITING NURSE ASSOCIATION,1524 SYCAMORE STREET,IOWA CITY,IA,52240,88,78,17.5,6.8,5.2,2.2,0.0,3.0,0.3,179689.00,272604.00,279835.00,0.0,,,77,22,56,61,17,72,,,,0,0,1.67,21,24,9,17,29,40,24,45,28,51,,37,15,33,6,6
167020,KEOKUK AREA HOSPITAL HOME HEALTH CARE,1600 MORGAN STREET,KEOKUK,IA,52632,98,73,19.1,7.3,6.0,0.0,0.1,5.7,0.0,377331.00,248746.00,274145.00,1.6,,,77,36,37,59,14,71,,0,0,0,,1.57,22,12,10,16,34,26,53,32,38,63,,45,7,58,10,8
167024,MARY GREELEY HOME HEALTH SERVICES,1114 DUFF AVENUE,AMES,IA,50010,262,222,12.3,2.9,4.9,1.1,0.0,3.5,0.1,751192.00,665126.00,715269.00,0.2,44,15439.00,80,94,128,195,27,215,,,,0,,2.05,31,19,7,18,39,52,31,31,34,71,,58,32,57,9,14
167030,COMMUNITY HEALTH SERVICES,116 E 11TH STREET,SPENCER,IA,51301,105,95,11.9,6.4,2.0,0.4,0.3,2.8,0.0,239623.00,225532.00,251821.00,0.4,,,79,34,61,77,18,92,0,,0,0,,1.46,21,19,9,7,39,28,32,21,34,52,,46,11,51,4,13
167033,WARREN COUNTY HEALTH SERVICES,301 NORTH BUXTON  SUITE 203,INDIANOLA,IA,50125,31,25,22.2,7.8,5.9,1.4,0.0,7.1,0.0,77853.00,83713.00,87041.00,2.1,0,,76,,,,,25,0,0,0,0,0,1.27,20,12,12,8,32,24,28,52,24,48,,36,8,68,8,8
167034,HOME CARE SERVICES OF BOONE CO,105 SOUTH MARSHALL,BOONE,IA,50036,108,85,23.0,7.6,4.7,0.9,0.3,9.5,0.0,315970.00,269449.00,296408.00,1.9,12,4068.00,80,27,58,,,82,0,0,0,,,1.33,19,12,12,14,34,34,36,25,41,55,,41,15,51,2,8
167035,WINNEBAGO COUNTY PHNS,216 SOUTH 4TH STREET,FOREST CITY,IA,50436,130,107,20.4,10.7,2.0,1.4,0.2,6.1,0.0,233775.00,299762.00,326046.00,3.0,11,3701.00,78,41,66,91,16,101,,0,,0,,1.70,29,13,8,19,44,40,27,36,41,60,,53,9,51,7,6
167037,SKIFF HOME CARE/JASPER COUNTY PUBLIC HEALTH,204 NORTH FOURTH AVENUE EAST,NEWTON,IA,50208,157,122,17.1,7.8,2.9,1.8,0.0,4.5,0.0,474597.00,363704.00,399708.00,1.8,11,4716.00,80,36,86,106,16,121,0,0,0,,,1.43,30,25,10,16,31,33,25,35,30,61,,43,19,47,5,10
167038,WAPELLO COUNTY PHNS,108 EAST MAIN STREET,OTTUMWA,IA,52501,18,13,22.7,4.3,12.6,0.0,0.0,5.8,0.0,42330.00,58093.00,65227.00,0.0,,,76,,,,,12,0,0,,0,,1.96,0,31,15,0,46,,54,69,46,69,,62,0,62,8,0
167039,WINNESHIEK COUNTY PHNS,305 MONTGOMERY STREET,DECORAH,IA,52101,78,38,16.7,8.7,1.2,0.1,0.0,6.7,0.0,141549.00,154384.00,170215.00,1.5,,,79,17,21,,,36,0,0,0,,,1.90,29,18,11,13,61,61,18,29,39,63,,50,5,45,8,0
167040,MAHASKA HEALTH PARTNERSHIP COMMUNITY HEALTH,1229 C AVENUE EAST,OSKALOOSA,IA,52577,119,93,18.2,5.8,5.9,0.3,0.0,6.1,0.0,241570.00,271500.00,304297.00,0.0,22,7123.00,81,24,69,76,17,93,0,0,0,0,0,1.61,22,27,6,12,45,42,24,39,43,53,,47,11,59,6,10
167041,CEDAR COUNTY PUBLIC HEALTH NURSING SERVICES,400 CEDAR STREET,TIPTON,IA,52772,43,29,23.9,6.7,4.0,0.3,0.2,12.7,0.0,71915.00,91326.00,102233.00,0.1,,,79,11,18,,,29,0,0,0,0,0,1.72,14,17,10,7,41,52,24,31,41,55,,52,28,52,10,10
167042,MITCHELL COUNTY HOME HEALTH CARE/ PUBLIC HEALTH,"415 PLEASANT STREET, SUITE 100",OSAGE,IA,50461,124,93,21.2,8.5,3.0,0.1,0.0,9.6,0.0,211821.00,267081.00,306723.00,1.1,,,80,34,59,82,11,93,0,0,0,0,0,1.50,27,16,9,15,45,37,23,38,41,56,,55,26,60,5,8
167043,WORTH COUNTY PHNS,95 NINTH STREET NORTH,NORTHWOOD,IA,50459,22,17,11.7,6.6,1.0,0.6,0.0,3.5,0.0,24614.00,41289.00,46292.00,0.0,,,76,,,,,17,0,0,0,0,0,2.34,18,12,18,12,53,35,24,47,53,,,71,12,47,12,12
167045,WAYNE COUNTY PUBLIC HEALTH NURSING SERVICE,100 EAST SOUTH STREET,CORYDON,IA,50060,244,75,25.5,8.4,1.5,0.3,0.0,15.6,0.0,554993.00,494995.00,549481.00,0.9,14,5069.00,83,20,55,62,13,75,0,0,0,0,0,1.65,24,33,12,9,48,40,29,31,40,57,,51,16,56,8,12
167046,HARRISON COUNTY PUBLIC HEALTH,116 N 2ND AVENUE  COURTHOUSE AVENUE,LOGAN,IA,51546,86,65,20.7,6.9,8.2,0.5,0.1,5.0,0.0,197429.00,264077.00,273192.00,0.0,14,5772.00,80,27,38,,,62,0,,0,0,,1.96,22,22,8,15,42,38,34,37,43,65,,45,14,62,5,5
167049,PALO ALTO COMMUNITY HEALTH,3201 FIRST STREET,EMMETSBURG,IA,50536,54,46,17.4,8.4,4.2,0.6,0.2,4.0,0.0,148329.00,121308.00,135507.00,0.0,13,3860.00,78,19,27,,,46,0,0,0,0,0,1.45,30,11,0,20,39,26,48,28,26,48,,54,9,43,11,7
167051,FLOYD COUNTY PUBLIC HEALTH/ HOME HEALTH CARE,1003 GILBERT STREET,CHARLES CITY,IA,50616,76,61,18.1,7.0,5.0,0.6,0.0,5.5,0.0,132467.00,184702.00,206806.00,0.0,,,79,25,36,50,11,61,0,0,0,0,0,1.63,21,21,5,20,43,31,20,31,31,62,,54,13,66,7,5
167052,APPANOOSE COUNTY PUBLIC HEALTH,209 EAST JACKSON STREET,CENTERVILLE,IA,52544,46,37,26.7,11.6,4.8,0.8,0.0,9.5,0.0,128980.00,119504.00,127220.00,5.0,,,79,11,26,,,35,0,0,0,,,1.60,16,24,19,8,59,46,38,38,57,70,,57,5,62,8,8
167054,CERRO GORDO COUNTY DEPARTMENT OF PUBLIC HEALTH,22 NORTH GEORGIA,MASON CITY,IA,50401,48,35,24.1,7.1,2.8,2.4,0.4,11.3,0.0,88675.00,119933.00,134144.00,0.3,,,79,,,24,11,34,0,0,0,,,1.99,29,14,17,11,31,37,20,31,51,60,,54,14,57,3,11
167055,LEE COUNTY HEALTH DEPT COMM NU,2218 AVENUE H SUITE A,FORT MADISON,IA,52627,52,31,30.6,9.9,7.9,1.8,0.0,10.9,0.0,149533.00,157068.00,174704.00,0.7,13,4302.00,79,,,,,28,0,0,,0,,1.81,39,13,13,13,42,52,29,42,45,55,71,35,6,48,6,13
167056,GREENBELT HOME CARE,2411 EDGINGTON AVENUE,ELDORA,IA,50627,136,104,15.5,8.4,1.9,1.1,0.0,4.1,0.0,237082.00,286149.00,315876.00,1.5,,,79,42,62,86,18,102,0,0,,0,,1.84,28,13,9,15,52,38,22,28,41,63,,60,24,53,3,9
167057,RINGGOLD COUNTY PUBLIC HEALTH,119 SOUTH FILLMORE,MOUNT AYR,IA,50854,16,15,19.0,7.9,5.6,0.0,0.0,5.8,0.0,26511.00,39018.00,43655.00,0.0,,,78,,,,,15,0,0,0,0,0,1.73,27,40,0,0,33,53,13,40,33,73,,40,13,40,0,27
167058,CLAYTON COUNTY VISITING NURSE ASSOCIATION,600 GUNDER ROAD NE,ELKADER,IA,52043,90,83,11.2,6.6,2.1,0.2,0.2,2.2,0.0,155976.00,181963.00,203726.00,0.0,,,80,43,40,72,11,81,0,0,0,,,1.26,19,18,8,7,39,25,19,28,25,45,,46,4,48,7,6
167059,UNITYPOINT AT HOME,1408 EAST 10TH STREET,ATLANTIC,IA,50022,174,149,17.7,8.3,3.9,1.9,0.2,3.4,0.1,481549.00,466166.00,515639.00,1.3,19,6562.00,77,68,81,120,29,148,0,,0,0,,1.43,22,21,5,12,33,30,26,34,41,54,,42,13,53,3,9
167061,TAMA COUNTY PUBLIC HEALTH & HO,129 WEST HIGH STREET,TOLEDO,IA,52342,49,45,25.8,10.1,7.2,1.7,0.5,6.2,0.0,158302.00,149807.00,159548.00,5.1,,,79,19,26,,,43,0,0,,,0,1.95,29,13,7,11,49,56,31,38,42,73,,51,22,60,9,16
167062,GRINNELL REGIONAL HOME CARE,306 4TH AVENUE SUITE A,GRINNELL,IA,50112,70,63,19.7,8.1,6.1,1.0,0.6,3.8,0.1,197791.00,186148.00,205811.00,1.2,11,3206.00,79,30,33,51,12,63,0,0,0,0,0,1.86,24,16,3,17,41,43,33,25,40,65,,43,11,40,3,19
167063,VIRGINIA GAY HOSPITAL HOME HEALTH AGENCY,502 NORTH 9TH AVENUE,VINTON,IA,52349,81,71,15.6,6.6,4.5,2.4,0.2,1.9,0.0,152509.00,203442.00,224329.00,0.0,,,79,27,44,59,12,70,0,0,0,,,1.54,27,21,11,23,41,35,34,37,39,66,,49,17,52,11,13
167064,HANCOCK COUNTY HEALTH SYSTEM COMMUNITY HEALTH,545 STATE STREET,GARNER,IA,50438,67,64,12.0,6.7,2.3,0.0,0.0,2.9,0.0,91478.00,138736.00,155425.00,0.0,,,79,25,39,,,64,0,0,0,0,0,1.45,25,14,8,16,42,38,39,48,41,75,,63,17,55,9,2
167066,"CRAWFORD COUNTY HOME HEALTH, HOSPICE & PUBLIC HEAL",105 NORTH MAIN,DENISON,IA,51442,42,38,18.3,9.9,4.1,0.4,0.0,3.9,0.0,81600.00,112254.00,120988.00,3.8,,,79,12,26,,,38,0,0,0,0,0,1.76,24,21,5,29,45,37,18,26,21,53,,29,16,61,5,5
167067,MILLS COUNTY PUBLIC HEALTH,212 INDEPENDENCE,GLENWOOD,IA,51534,37,32,21.4,6.3,8.4,1.9,0.0,4.7,0.0,109028.00,121274.00,125474.00,0.0,,,82,,,,,32,0,0,0,0,0,2.20,31,6,9,13,47,44,34,25,41,59,,63,22,66,3,9
167070,JACKSON CO REG HEALTH CTR HOME & COMM HEALTH,700 WEST GROVE STREET,MAQUOKETA,IA,52060,66,60,15.5,7.3,4.2,1.6,0.0,2.5,0.0,159626.00,151394.00,169598.00,0.0,,,77,19,41,48,12,59,0,0,0,,,1.65,15,22,3,18,33,45,27,20,28,63,75,42,22,55,3,8
167071,MYRTUE MED CENTER HOME HEALTH,2712 12TH STREET,HARLAN,IA,51537,220,149,21.4,9.0,3.9,2.0,0.3,6.3,0.0,649890.00,539116.00,594208.00,0.5,13,5509.00,81,64,85,135,14,146,0,0,,0,,1.93,30,18,8,14,44,38,32,36,32,54,,39,26,54,5,11
167073,"MERCY HOME CARE, SIOUX CITY","801 FIFTH STREET, SUITE 320 ROOM 3952",SIOUX CITY,IA,51101,839,646,16.2,8.0,4.3,1.8,0.5,1.5,0.1,2148886.00,2229614.00,2435091.00,0.1,60,22693.00,78,281,365,510,136,602,,,12,23,,2.10,26,20,9,18,40,47,36,32,45,63,,47,14,44,7,11
167074,TAYLOR COUNTY PUBLIC HEALTH AGENCY,405 JEFFERSON STREET,BEDFORD,IA,50833,54,48,19.3,9.4,4.5,1.8,0.0,3.7,0.0,104380.00,141285.00,155037.00,1.9,,,78,18,30,,,48,0,0,0,0,0,1.49,23,19,6,6,35,35,19,38,29,63,,54,6,54,6,8
167076,CHICKASAW CO PUBLIC HEALTH & HOME CARE SERVICES,260 EAST PROSPECT,NEW HAMPTON,IA,50659,135,94,24.1,9.0,5.9,1.0,0.2,8.0,0.0,331692.00,376769.00,419852.00,0.5,,,79,37,57,82,12,93,0,0,0,,,1.52,26,21,9,7,43,39,26,35,38,49,,44,15,50,4,6
167077,COMMUNITY HEALTH SERVICES,327 EIGHTH AVENUE WEST,CRESCO,IA,52136,62,56,15.5,6.9,3.2,0.5,0.1,4.8,0.0,132376.00,138749.00,155476.00,0.0,11,3994.00,80,17,39,43,13,55,0,0,,0,,1.76,30,16,9,11,57,34,25,36,25,71,,66,20,54,5,9
167079,IOWA COUNTY HEALTH DEPARTMENT,"185 WEST DILLIN STREET, SUITE #1",MARENGO,IA,52301,21,20,18.9,4.3,6.8,3.0,0.0,4.8,0.0,45747.00,59024.00,66234.00,0.0,,,83,,,,,20,0,0,0,0,0,1.15,10,15,5,5,40,25,20,30,45,50,,55,5,55,5,10
167083,AUDUBON COUNTY PHNS,318 LEROY STREET,AUDUBON,IA,50025,62,44,18.0,9.6,1.9,0.0,0.0,6.5,0.0,108015.00,121133.00,133218.00,1.8,,,79,,,32,12,41,0,0,0,,,1.77,32,23,14,9,50,36,27,25,36,68,,45,11,52,9,2
167087,HAMILTON COUNTY PUBLIC HEALTH NURSING SERVICES,820 JAMES STREET,WEBSTER CITY,IA,50595,103,76,19.7,7.0,2.7,1.7,0.0,8.4,0.0,126853.00,238409.00,266655.00,0.2,,,81,26,50,64,12,73,0,0,,0,,1.97,38,33,13,14,55,50,43,32,45,68,,62,30,53,17,12
167092,GREENE COUNTY MEDICAL CENTER PUBLIC HEALTH,1000 WEST LINCOLNWAY,JEFFERSON,IA,50129,62,52,13.2,7.3,2.2,1.0,0.1,2.5,0.0,117518.00,142007.00,159113.00,0.0,,,81,19,33,,,50,0,0,,0,,1.70,27,13,10,13,46,54,40,27,27,60,,58,10,40,8,12
167095,BUTLER COUNTY PHNS,428 SIXTH STREET,ALLISON,IA,50602,83,78,11.5,6.1,2.1,0.5,0.1,2.7,0.0,113097.00,169934.00,192477.00,0.0,11,3742.00,78,30,48,67,11,78,0,0,0,0,0,1.43,22,19,9,17,40,37,23,28,40,64,,55,14,51,4,9
167096,POCAHONTAS COUNTY HEALTH DEPARTMENT,99 COURT SQUARE,POCAHONTAS,IA,50574,15,14,17.5,8.7,0.7,0.0,0.0,8.1,0.0,18694.00,28032.00,31424.00,0.0,,,81,,,,,14,0,0,0,0,0,2.14,50,14,7,14,43,57,21,14,21,57,,50,7,43,14,0
167097,SAC COUNTY PHNS,116 SOUTH STATE STREET,SAC CITY,IA,50583,52,38,19.3,8.4,1.2,0.9,0.4,8.3,0.0,103677.00,109904.00,119431.00,3.1,,,79,12,26,,,37,0,0,0,,,1.53,24,8,8,13,39,39,34,29,26,47,,50,11,68,11,18
167098,DECATUR COUNTY PUBLIC HEALTH AND HOME CARE,207 NE IDAHO STREET,LEON,IA,50144,56,34,20.4,6.2,3.8,0.9,0.0,9.5,0.0,134224.00,136656.00,152992.00,0.0,,,77,17,17,,,34,0,0,0,0,0,1.50,24,3,9,24,44,38,26,29,47,59,,44,3,44,0,12
167101,HEALTH SERVICES OF LYON COUNTY,315 FIRST AVENUE,ROCK RAPIDS,IA,51246,23,20,13.3,5.7,3.1,0.7,0.0,3.8,0.0,38690.00,51623.00,57806.00,0.0,,,82,,,20,0,20,0,0,0,0,0,2.00,40,30,15,30,45,45,25,30,35,60,,55,15,35,15,5
167102,ADAIR COUNTY HOME CARE,117 NW HAYES,GREENFIELD,IA,50849,22,19,22.6,7.5,5.8,1.0,0.0,8.3,0.0,52370.00,56249.00,58228.00,7.7,,,79,,,,,19,0,0,0,0,0,1.34,11,11,5,11,32,42,11,26,26,42,68,26,16,47,0,0
167105,FLOYD VALLEY COMMUNITY HEALTH,714 LINCOLN STREET NE,LE MARS,IA,51031,109,79,20.8,9.9,4.4,1.0,0.4,5.1,0.0,238677.00,282032.00,305084.00,3.1,11,4632.00,81,28,51,,,78,0,0,0,,,1.68,29,15,13,20,43,42,32,24,43,70,,38,18,43,6,9
167106,LAKES REGIONAL HEALTHCARE,1003 21ST STREET,MILFORD,IA,51351,99,84,14.0,7.4,2.4,0.5,0.3,3.3,0.0,181562.00,202760.00,227061.00,0.0,12,5155.00,80,31,53,,,82,0,0,,0,,1.32,25,18,4,19,35,33,19,20,33,55,,43,8,50,4,7
167108,GUTHRIE COUNTY PHNS,2002 STATE STREET,GUTHRIE CENTER,IA,50115,118,80,18.5,8.2,1.7,0.0,0.0,8.6,0.0,239218.00,236832.00,250333.00,0.7,16,5383.00,82,25,55,67,13,80,0,0,0,0,0,1.56,31,13,6,21,45,34,19,25,33,50,,43,13,64,9,11
167109,WASHINGTON CO. PUBLIC HEALTH,"110 NORTH IOWA AVENUE, SUITE 300",WASHINGTON,IA,52353,40,31,21.0,8.4,5.0,1.8,0.0,5.8,0.0,77623.00,116517.00,118410.00,1.0,11,3916.00,79,14,17,,,31,0,0,0,0,0,2.29,23,13,16,16,52,45,39,52,48,71,,55,16,65,6,6
167110,WEBSTER COUNTY HEALTH DEPARTMENT,723 1ST AVENUE SOUTH,FORT DODGE,IA,50501,45,32,18.8,10.7,2.6,1.2,0.4,3.9,0.0,90849.00,101638.00,110739.00,2.8,,,76,11,21,,,29,,0,0,0,,2.00,38,41,13,22,47,53,41,25,53,56,,59,13,59,3,9
167114,CALHOUN COUNTY PUBLIC HEALTH,501 COURT STREET,ROCKWELL CITY,IA,50579,21,20,12.1,6.0,1.9,0.1,0.0,4.2,0.0,30157.00,37155.00,41669.00,0.0,0,,80,,,,,19,0,0,0,,,1.89,15,15,10,15,50,45,20,20,50,65,,60,10,50,5,10
167116,MMSC HOME CARE PLUS,THREE SOUTH FOURTH AVENUE,MARSHALLTOWN,IA,50158,128,102,14.8,7.4,3.1,0.2,0.1,3.9,0.0,226311.00,281066.00,314654.00,0.1,21,7828.00,80,40,62,84,18,97,0,,,0,,1.85,27,19,15,15,45,60,34,24,42,63,,49,16,48,12,6
167118,FRANKLIN COUNTY PUBLIC HEALTH,1600 CENTRAL AVENUE EAST,HAMPTON,IA,50441,146,131,17.1,8.1,2.7,0.6,0.1,5.6,0.0,261512.00,320800.00,355416.00,1.0,,,80,41,90,112,19,130,0,0,0,,,1.35,30,15,17,12,36,39,24,31,34,59,,52,16,47,5,8
167119,V M H COMUNITY & HOME CARE,40 FIRST STREET SE,WAUKON,IA,52172,125,100,23.2,9.5,6.9,0.6,0.5,5.7,0.0,370730.00,336388.00,372811.00,1.2,12,3926.00,80,35,65,77,23,98,0,0,,0,,1.60,29,24,10,12,48,44,27,35,28,44,,38,16,58,6,12
167120,AVERA AT HOME,826 NORTH EIGHTH STREET,ESTHERVILLE,IA,51334,71,59,20.0,9.5,2.9,0.7,0.1,6.9,0.0,248172.00,165599.00,184048.00,0.5,,,81,27,32,,,59,0,0,0,0,0,1.77,25,22,12,19,46,51,27,27,37,58,,47,19,34,10,17
167124,GENTIVA HEALTH SERVICES,1067 NORTH CENTER POINT ROAD,HIAWATHA,IA,52233,479,317,20.0,7.5,7.2,2.9,0.5,1.9,0.1,1935315.00,1601963.00,1749543.00,0.9,39,13330.00,81,94,223,270,47,308,,,,0,0,2.21,22,38,9,11,38,49,26,46,35,53,,44,20,56,14,9
167127,SOUTHWEST IOWA HOME HEALTH SERVICES,301 MAIN STREET,SIDNEY,IA,51652,201,121,17.5,9.8,3.4,1.5,0.2,2.6,0.0,580125.00,459676.00,500137.00,3.6,19,7162.00,78,42,79,93,28,120,0,0,0,,,1.87,31,17,15,17,50,39,50,31,46,69,,64,22,58,9,4
167133,MERCY HOME CARE - DES MOINES,"1055 6TH AVENUE, SUITE 200",DES MOINES,IA,50314,1584,1217,16.0,6.7,5.5,1.3,0.2,2.3,0.1,4002330.00,4373964.00,4664160.00,0.1,205,72109.00,78,421,796,954,263,1121,47,19,20,,,1.90,27,23,9,13,45,46,35,39,41,66,,54,13,54,9,12
167134,WRIGHT COUNTY HEALTH DEPARTMENT,115 FIRST STREET SE,CLARION,IA,50525,252,198,22.1,8.9,4.3,2.0,0.3,6.4,0.1,548748.00,705359.00,789296.00,0.2,11,4096.00,80,73,125,155,43,194,,0,,0,0,1.79,32,19,10,14,45,43,41,44,32,58,,64,13,75,11,11
167136,GREAT RIVER HOME HEALTH CARE,1306 SOUTH WASHINGTON ROAD,WEST BURLINGTON,IA,52655,328,253,18.2,7.6,4.0,2.4,0.2,4.0,0.1,969885.00,859725.00,952842.00,1.1,37,13902.00,79,110,143,203,50,247,,,0,0,0,1.97,26,21,9,15,39,43,32,28,36,51,,56,7,37,13,16
167139,POCAHONTAS COMMUNITY HOSPITAL HOME HEALTH,606 NW SEVENTH STREET,POCAHONTAS,IA,50574,37,30,13.8,7.9,1.5,0.5,0.0,3.9,0.0,60768.00,72846.00,81404.00,0.0,,,79,13,17,,,30,0,0,0,0,0,1.44,30,7,7,23,47,40,30,17,20,50,,47,10,57,3,13
167140,MERCY HOME CARE - NORTH IOWA,910 NORTH EISENHOWER,MASON CITY,IA,50401,547,464,10.0,6.3,1.8,1.1,0.1,0.6,0.0,782426.00,1256561.00,1407202.00,0.0,40,16278.00,77,191,273,386,78,449,,,,0,,1.81,30,11,15,18,48,44,35,36,40,62,,61,14,55,5,9
167145,MERCY HOME CARE - DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,635,557,13.2,8.5,2.7,0.7,0.0,1.4,0.0,1222170.00,1348537.00,1491083.00,0.7,30,12732.00,78,242,315,511,46,548,,,,0,,1.50,15,12,4,10,32,36,23,25,36,57,,33,12,36,2,6
167146,BURGESS HOME HEALTH,1600 DIAMOND STREET,ONAWA,IA,51040,210,144,18.2,8.5,3.7,0.5,0.0,5.4,0.0,568994.00,493935.00,542260.00,0.9,19,6563.00,79,57,87,113,31,141,0,,0,,0,1.69,27,22,10,8,44,38,39,43,38,55,,47,13,52,4,11
