HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",ID,16,16,3861.00,3290.00,3677.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",IL,700,653,4060.00,3689.00,3658.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",IN,142,132,3905.00,3455.00,3658.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",KS,40,38,3280.00,3178.00,3571.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",KY,166,155,3633.00,3151.00,3648.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",LA,636,590,3846.00,3050.00,3675.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MA,159,152,4270.00,4082.00,3666.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MD,103,98,3901.00,3527.00,3601.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",ME,16,16,3181.00,3498.00,3682.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MI,704,632,3576.00,3400.00,3630.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MN,28,28,3480.00,3954.00,3695.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MO,95,94,3655.00,3273.00,3640.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",MS,441,400,3947.00,3046.00,3664.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NC,137,134,2998.00,3214.00,3602.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NJ,97,93,4005.00,4105.00,3698.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NM,41,38,4197.00,3466.00,3685.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NV,126,106,3637.00,4014.00,3634.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",NY,113,113,4539.00,4304.00,3748.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OH,167,159,3757.00,3324.00,3628.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OK,341,315,4119.00,3109.00,3668.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",OR,29,27,5266.00,3978.00,3688.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",PA,220,216,3858.00,3506.00,3645.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",PR,11,11,2818.00,2014.00,3678.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",RI,15,15,3630.00,3758.00,3660.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",SC,104,102,3476.00,3236.00,3625.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",TN,478,452,3638.00,3086.00,3667.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",TX,2972,2539,3844.00,3366.00,3668.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",UT,40,38,4337.00,3394.00,3630.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",VA,195,189,3581.00,3274.00,3612.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WA,48,48,4246.00,3933.00,3619.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WI,23,22,3432.00,3487.00,3494.00
3AHP,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 5",WV,79,77,3597.00,3035.00,3647.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AK,27,16,2762.00,2171.00,1692.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AL,1246,836,1371.00,1283.00,1581.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AR,829,462,1870.00,1405.00,1645.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",AZ,332,235,2122.00,1783.00,1687.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CA,3992,2495,3422.00,3055.00,2067.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CO,365,226,3973.00,3151.00,2375.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",CT,696,436,2507.00,2699.00,1965.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",DC,37,28,2531.00,1811.00,1676.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",DE,62,38,2910.00,2732.00,2113.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",FL,5043,3037,2638.00,2052.00,1885.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",GA,806,536,2596.00,2302.00,2057.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IA,379,218,1594.00,1479.00,1605.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ID,163,87,2590.00,1745.00,1756.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IL,6979,4485,1578.00,1592.00,1578.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",IN,1103,713,1887.00,1510.00,1590.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",KS,569,319,3522.00,1760.00,1788.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",KY,1616,907,1560.00,1430.00,1618.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",LA,5204,2899,1379.00,1358.00,1604.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MA,1285,846,3043.00,2376.00,1882.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MD,239,182,2291.00,1803.00,1708.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ME,160,108,1905.00,1517.00,1597.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MI,1620,1121,1872.00,1481.00,1577.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MN,280,196,2309.00,1824.00,1677.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MO,695,435,1804.00,1427.00,1581.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MS,1681,1078,1573.00,1312.00,1579.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",MT,33,27,2877.00,1563.00,1622.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NC,1230,782,1557.00,1417.00,1590.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",ND,51,24,1434.00,1256.00,1565.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NE,269,140,2244.00,1722.00,1696.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NH,143,112,1705.00,1721.00,1628.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NJ,379,254,2187.00,1763.00,1608.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NM,466,271,1550.00,1532.00,1605.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NV,729,480,2491.00,2704.00,2003.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",NY,1117,641,5140.00,3848.00,2513.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OH,4813,2471,2139.00,1656.00,1683.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OK,5265,2862,1605.00,1519.00,1677.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",OR,185,132,2762.00,1704.00,1607.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",PA,1597,1094,2060.00,1546.00,1606.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",PR,44,33,1902.00,950.00,1651.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",RI,141,105,2179.00,1787.00,1652.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",SC,339,235,1908.00,1468.00,1613.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",SD,23,16,3051.00,1416.00,1559.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",TN,700,515,1564.00,1444.00,1628.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",TX,20681,11058,1795.00,1699.00,1708.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",UT,402,212,6026.00,3243.00,2518.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",VA,1131,675,1988.00,1663.00,1714.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",VT,117,86,1856.00,1631.00,1605.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WA,156,128,2888.00,1764.00,1614.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WI,350,206,3467.00,2220.00,1925.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WV,165,118,1729.00,1369.00,1606.00
3BFK,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1",WY,102,56,2411.00,1751.00,1718.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",AL,25,25,2166.00,1682.00,2062.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",AR,13,13,2880.00,1776.00,2111.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",AZ,13,13,2110.00,1928.00,1925.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",CA,95,95,3085.00,2639.00,2096.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",CT,23,22,2854.00,3258.00,2425.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",FL,104,102,2247.00,2043.00,2096.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",GA,19,19,2114.00,1849.00,2099.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",IL,165,162,2463.00,1997.00,2005.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",IN,29,29,2811.00,1951.00,2086.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",KS,13,13,2109.00,1858.00,2047.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",KY,41,39,2311.00,1813.00,2067.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",LA,69,68,2264.00,1696.00,2049.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MA,46,45,2815.00,2303.00,2080.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MD,13,13,2977.00,2008.00,2012.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MI,80,78,2431.00,1899.00,2001.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MN,12,12,3078.00,2173.00,2061.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MO,14,14,2199.00,1807.00,1969.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",MS,28,27,2573.00,1700.00,2052.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",NC,37,37,2304.00,1856.00,2056.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",NJ,11,11,2307.00,2050.00,1929.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",NV,16,16,2315.00,2247.00,2047.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",NY,26,25,4129.00,3597.00,2649.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",OH,86,84,2517.00,1873.00,2026.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",OK,56,54,2866.00,1821.00,2092.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",OR,14,14,2985.00,2227.00,2056.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",PA,40,39,2175.00,1895.00,2061.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",TN,16,16,2312.00,1744.00,2047.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",TX,233,230,2487.00,1937.00,2054.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",UT,11,11,6204.00,3659.00,2964.00
3BFL,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2",VA,27,27,2027.00,1846.00,1974.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",AL,63,63,2566.00,1984.00,2463.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",AR,29,25,3245.00,2134.00,2550.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",AZ,37,36,3428.00,2502.00,2502.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",CA,287,279,3343.00,3277.00,2603.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",CO,26,26,4044.00,3183.00,2873.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",CT,51,47,3479.00,3300.00,2704.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",FL,314,297,3499.00,2919.00,2846.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",GA,53,52,2445.00,2224.00,2494.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",IA,16,16,2431.00,2257.00,2504.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",IL,423,392,2709.00,2464.00,2482.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",IN,84,84,2872.00,2324.00,2476.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",KS,23,22,3087.00,2209.00,2505.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",KY,110,94,2597.00,2204.00,2511.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",LA,133,126,2607.00,2102.00,2531.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MA,86,81,3707.00,3158.00,2715.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MD,28,28,2400.00,2484.00,2493.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",ME,18,18,2004.00,2401.00,2531.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MI,236,226,2822.00,2313.00,2446.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MN,37,34,2578.00,2621.00,2494.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MO,41,37,2536.00,2275.00,2476.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",MS,56,55,3050.00,2106.00,2536.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NC,78,75,2721.00,2235.00,2509.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NE,11,11,2566.00,2447.00,2541.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NH,15,15,2708.00,2670.00,2589.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NJ,27,27,3489.00,2865.00,2561.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NM,17,17,3050.00,2379.00,2528.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NV,60,57,3072.00,3064.00,2619.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",NY,57,53,4299.00,3159.00,2741.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",OH,217,206,2891.00,2427.00,2560.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",OK,128,122,3200.00,2536.00,2737.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",OR,16,16,4521.00,2789.00,2553.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",PA,94,90,2754.00,2345.00,2483.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",RI,13,13,2350.00,2547.00,2449.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",SC,30,30,3033.00,2237.00,2489.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",TN,60,57,2414.00,2169.00,2485.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",TX,698,661,2996.00,2461.00,2568.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",UT,40,35,6141.00,3139.00,2932.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",VA,63,62,2839.00,2584.00,2622.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",VT,15,13,2714.00,2535.00,2542.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",WA,20,20,2914.00,2743.00,2527.00
3BFM,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3",WI,14,14,2635.00,2220.00,2323.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",AL,13,13,3245.00,2398.00,2992.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",CA,52,52,3870.00,4456.00,3355.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",CT,13,13,3331.00,3579.00,2947.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",FL,77,76,3878.00,3316.00,3289.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",GA,18,18,3019.00,2615.00,2914.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",IL,164,160,3407.00,3006.00,2998.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",IN,29,26,2724.00,2771.00,2954.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",KY,19,19,3071.00,2549.00,2994.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",LA,44,43,2951.00,2474.00,2992.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MA,25,24,4199.00,3546.00,3089.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MD,11,11,3104.00,2943.00,2996.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MI,67,65,3279.00,2796.00,2939.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MN,11,11,4058.00,3271.00,2995.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MO,16,16,2940.00,2726.00,2995.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",MS,17,17,2953.00,2487.00,2995.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",NC,12,12,2560.00,2642.00,2992.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",OH,49,46,3219.00,2718.00,2967.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",OK,40,40,3348.00,2551.00,3001.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",PA,26,26,4669.00,3080.00,3126.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",TN,16,16,2792.00,2554.00,3007.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",TX,304,283,3213.00,2828.00,2985.00
3BFN,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 4",VA,18,18,3923.00,2752.00,3014.00
3BFP,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 5",AL,36,35,3270.00,2775.00,3451.00
3BFP,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 5",AR,22,22,3886.00,2844.00,3470.00
3BFP,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 5",AZ,14,13,3675.00,3444.00,3497.00
3BFP,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 5",CA,111,104,3918.00,4154.00,3476.00
