Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
347065,NHRMC HOME CARE,7864 US HIGHWAY 117 S  SUITE C,ROCKY POINT,NC,28457,2512,1873,14.0,7.6,4.2,1.0,0.3,0.8,0.2,6577000,6299398,6873882,0.3,349,109313,75,780,1093,1481,392,1478,357,,18,,16,1.90,22,21,12,13,42,46,30,28,44,75,,51,13,54,8,11
347068,FRANKLIN COUNTY HOME HEALTH AG,107 INDUSTRIAL DRIVE,LOUISBURG,NC,27549,215,120,18.0,7.7,7.0,0.1,0.3,3.0,0.0,452464,656339,692264,0.4,26,7447,77,33,87,55,65,60,59,0,0,,,2.74,18,33,12,11,41,53,27,29,53,75,,42,13,53,5,14
347069,HOME HEALTH  HOSPICE PERSON,355 A SOUTH MADISON BOULEVARD,ROXBORO,NC,27573,155,102,13.7,6.0,4.7,1.2,0.1,1.5,0.1,336121,413066,434813,0.0,47,16680,78,31,71,67,35,78,24,0,0,0,0,2.06,27,28,10,14,52,46,28,39,37,57,,45,21,52,1,9
347070,ONSLOW COUNTY HOME HLTH & HOSP,2013 LEJEUNE BLVD,JACKSONVILLE,NC,28546,640,290,27.4,8.0,9.5,3.9,0.3,5.6,0.1,2221071,1977924,2332488,1.9,66,18644,77,105,185,195,95,235,42,,,0,,2.33,18,33,17,16,48,48,32,35,49,70,,57,11,63,4,15
347071,STANLY COUNTY HOME HEALTH AGEN,1000 NORTH FIRST STREET SUITE,ALBEMARLE,NC,28001,244,113,30.6,8.0,11.8,4.4,0.4,6.0,0.0,801533,921115,1024080,2.2,18,5084,76,41,72,70,43,95,15,,0,0,,2.41,18,26,11,13,45,45,27,27,49,69,,54,9,61,5,12
347074,DARE HOME HEALTH & DARE HOSPICE,109 EXETER STREET,MANTEO,NC,27954,311,252,11.2,5.6,3.8,0.2,0.1,1.4,0.0,469319,670664,760099,0.1,80,25280,77,105,147,220,32,237,,,,0,,1.46,24,18,14,15,29,29,32,20,30,60,,44,11,55,7,8
347075,GENTIVA HEALTH SERVICES,3150 NORTH ELM STREET SUITE 102,GREENSBORO,NC,27408,2091,1552,17.9,6.4,8.5,1.7,0.2,1.1,0.1,6410755,6577077,7502203,0.3,227,62623,76,541,1011,1274,278,1263,267,,,,11,1.76,20,25,11,15,32,37,23,39,38,63,,40,16,65,8,9
347079,ADVANCED HOME CARE INC,2435 MORGANTON BLVD SW,LENOIR,NC,28645,206,158,15.7,6.9,6.0,1.1,0.1,1.7,0.1,505187,566655,639049,0.1,41,11846,73,60,98,108,50,143,14,0,0,,,1.95,21,25,15,13,37,42,44,32,48,65,,54,14,56,5,13
347080,YADKIN VALLEY HOME HEALT,213 WINSTON RD,JONESVILLE,NC,28642,526,373,17.2,7.4,5.7,0.6,0.3,3.1,0.1,1289245,1373332,1558584,0.0,76,23767,78,136,237,244,129,360,,,,0,,2.07,21,27,8,13,46,44,36,39,40,60,,52,13,55,7,11
347081,NORTHAMPTON CO. HHA,9495 NC 305 HWY,JACKSON,NC,27845,355,279,13.9,6.3,5.7,0.3,0.2,1.3,0.0,631097,906896,1021759,0.0,81,21534,76,103,176,153,126,116,159,0,,,,2.27,17,38,12,16,41,50,33,30,51,63,,54,9,50,14,14
347083,CAREPARTNERS HOME HEALTH SERVICES,68 SWEETEN CREEK ROAD,ASHEVILLE,NC,28801,5916,3992,15.2,6.6,5.8,1.2,0.3,1.1,0.2,16736521,15846607,18087146,0.0,795,255605,76,1415,2577,2971,1021,3712,200,,33,,30,1.81,22,26,12,15,35,38,29,41,36,58,,39,22,60,9,9
347084,COLUMBUS COUNTY HOME HEALTH,706 NORTH THOMPSON STREET,WHITEVILLE,NC,28472,626,406,21.7,12.5,2.9,0.2,0.2,5.9,0.0,1614681,1550484,1665144,5.4,166,45150,73,160,246,200,206,264,130,0,,,,2.32,18,26,13,16,44,49,38,29,56,74,,60,10,55,6,13
347085,GUARDIAN HEALTH SERVICES LLC,"1771 TATE BOULEVARD SE, SUITE 101 A",HICKORY,NC,28602,1228,965,15.4,6.8,6.1,1.2,0.3,1.0,0.0,2821609,3383163,3809929,0.3,210,67752,76,363,602,702,263,899,51,,,,,2.05,22,25,10,13,38,45,37,39,46,62,,48,14,55,7,12
347086,ROBESON COUNTY HOME HEALTH AGE,460 COUNTRY CLUB ROAD,LUMBERTON,NC,28358,172,110,14.8,7.9,5.5,0.0,0.3,1.1,0.0,325054,458428,520635,0.1,66,20807,73,57,53,29,81,59,33,,,,,2.32,11,63,9,14,43,56,32,43,55,59,,48,12,54,26,12
347087,"BAYADA HOME HEALTH CARE, INC",8801 J M KEYNES DRIVE,CHARLOTTE,NC,28262,180,135,17.8,7.1,5.3,2.8,2.0,0.5,0.2,582956,565597,611507,0.5,22,7539,76,58,77,90,45,76,54,,,,0,2.81,14,38,13,16,45,55,38,38,46,61,,44,16,52,17,19
347089,HARNETT COUNTY HOME HEALTH AGE,307 CORNELIUS HARNETT BLVD.,LILLINGTON,NC,27546,351,271,17.5,7.0,7.0,1.1,0.1,2.2,0.0,705719,967304,1087991,1.0,209,56955,76,105,166,167,104,209,54,0,,0,,2.58,22,42,9,13,54,55,41,35,46,69,,59,12,61,13,20
347090,STOKES COUNTY HHA,1010 MAIN STREET,DANBURY,NC,27016,57,45,19.0,7.1,4.8,2.3,0.0,4.8,0.0,125773,152876,173118,0.0,24,4886,77,16,29,24,21,40,,0,,0,,2.50,27,29,7,4,53,38,44,33,42,58,,62,11,51,4,4
347091,GENTIVA HEALTH SERVICES,11111 CARMEL COMMONS BLVD  STE 350,CHARLOTTE,NC,28226,2762,1963,17.9,7.4,6.8,1.7,1.0,0.7,0.2,8397029,8415353,9145731,0.4,388,126034,79,642,1321,1641,322,1678,227,15,33,,,1.83,19,37,11,12,32,41,24,34,36,62,,42,18,62,9,10
347094,AMEDISYS HOME HEALTH CARE,524 TURNER STREET,THOMASVILLE,NC,27360,482,315,19.2,8.4,6.8,1.7,1.4,0.5,0.4,1787258,1474354,1674705,0.2,64,20070,75,102,213,212,103,253,52,,,0,,2.36,18,33,10,14,41,53,40,44,54,66,,50,16,54,10,13
347096,HYDELAND HOME CARE AGENCY,1151 MAIN STREET,SWANQUARTER,NC,27885,58,44,16.4,10.9,3.1,0.0,0.0,2.4,0.0,108861,133892,144725,4.7,,,74,12,32,13,31,20,24,0,0,0,0,2.09,18,18,16,16,41,55,30,23,66,59,,36,7,66,9,23
347097,BLADEN COUNTY HOME HEALTH AGEN,"300 MERCER ROAD, PO BOX 189",ELIZABETHTOWN,NC,28337,176,103,22.9,10.3,7.9,0.0,0.5,4.3,0.0,464847,509082,574664,0.3,43,11760,76,33,70,57,46,67,35,0,,0,,2.73,21,25,13,11,62,56,34,29,54,71,,52,6,66,4,7
347098,BROOKDALE HOME HEALTH CHARLOTTE,"9335 HARRIS CORNERS PARKWAY, SUITE 190",CHARLOTTE,NC,28269,936,650,22.8,9.2,7.7,5.6,1.2,0.0,0.0,3563741,3746411,4045535,0.3,62,16655,85,146,504,438,212,613,29,,,,,1.82,19,71,6,12,37,39,24,51,33,52,,44,28,61,14,14
347099,AMEDISYS HOME HEALTH CARE,1050 XRAY DRIVE,GASTONIA,NC,28054,1469,932,19.1,8.0,6.8,1.3,0.9,1.4,0.8,5188252,4485047,4836234,0.6,251,76754,77,271,661,615,317,771,142,,,,,2.19,18,38,7,12,39,45,32,36,49,65,,47,13,54,11,16
347100,TOE RIVER HEALTH DISTRICT,545 SCHULTZ CIRCLE,NEWLAND,NC,28657,918,554,16.2,8.1,5.9,0.9,0.0,1.1,0.2,1921015,2408367,2726854,0.4,248,65309,77,184,370,288,266,549,,0,,0,,1.90,21,31,12,10,45,35,34,42,39,47,,45,17,55,13,9
347101,CHEROKEE HOME HEALTH AGENCY,73 KAISER WILNOTY DRIVE,CHEROKEE,NC,28719,128,72,20.5,10.9,5.4,0.0,0.0,4.2,0.0,331954,324762,355048,3.5,15,3884,76,24,48,42,30,,0,0,,65,0,3.08,19,26,13,10,33,56,26,33,72,58,,43,13,38,8,8
347102,ALEXANDER COUNTY HOME HEALTH A,338 1ST AVENUE SW,TAYLORSVILLE,NC,28681,247,154,16.9,7.4,5.7,0.0,0.1,3.7,0.0,562056,636476,711444,0.9,29,9319,78,50,104,89,65,142,11,0,0,,,2.16,15,42,11,17,36,47,33,30,50,69,,42,14,55,8,14
347104,HOME HEALTH AND HOSPICE CARE,2402 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,4872,3472,17.4,8.3,5.6,1.1,0.3,2.0,0.1,10992952,13737390,15154654,0.3,1000,292385,74,1332,2140,2257,1215,2285,1123,,33,,13,2.26,16,30,13,14,44,52,32,34,50,64,,54,12,53,9,13
347105,JOHNSTON MEMORIAL HOME CARE & HOSPICE,"514 NORTH BRIGHTLEAF BLVD, SUITE 1502",SMITHFIELD,NC,27577,600,460,16.2,8.1,6.3,0.5,0.1,1.1,0.1,2171529,1668151,1760128,0.2,126,44893,75,141,319,283,177,358,94,0,,0,,2.32,21,21,11,14,52,54,44,28,51,68,,68,8,55,6,11
347106,WAKE FOREST BAPTIST HEALTH CARE AT HOME LLC,2000 FRONTIS PLAZA BLVD  SUITE 303,WINSTON SALEM,NC,27103,60,59,16.3,4.9,8.4,1.7,0.2,1.2,0.0,162343,175642,198938,0.0,,,70,21,38,40,19,34,23,0,,0,,1.93,15,15,12,20,25,46,19,27,39,51,,37,10,42,10,12
347110,AMEDISYS HOME HEALTH,1005 SLATER ROAD  SUITE 105,DURHAM,NC,27703,2044,1449,18.3,7.6,6.3,2.0,0.7,1.1,0.5,7059958,6259244,6861639,0.1,332,102415,77,523,926,975,474,900,513,,20,,,2.28,18,44,11,14,39,48,26,38,48,59,,44,16,54,13,14
347112,HEALTHY AT HOME CAROLINAS MEDICAL CENTER,4701 HEDGEMORE DRIVE  SUITE 300,CHARLOTTE,NC,28209,3291,2462,15.0,7.5,4.9,1.1,0.4,1.0,0.1,6381858,8731780,9456667,0.1,508,171394,74,924,1538,1772,690,1580,774,38,43,,,2.24,23,22,14,16,42,51,32,33,47,68,,45,14,46,7,14
347113,HOME CARE OF THE CAROLINAS,907 NORTH SECOND STREET,ALBEMARLE,NC,28001,873,613,18.2,8.1,5.7,1.6,0.4,2.4,0.1,2006216,2413538,2729568,0.2,124,38511,76,235,378,454,159,559,51,,0,0,,2.02,19,23,13,17,49,53,38,36,46,68,,52,17,54,9,12
347114,ADVANCED HOME CARE,2520 WHITEHALL PARK DRIVE SUITE 950,CHARLOTTE,NC,28273,2061,1607,14.8,6.5,4.9,1.5,0.4,1.2,0.4,4985843,5660925,6132545,0.2,394,137157,76,616,991,1215,392,1081,459,19,36,,,2.20,21,26,13,19,43,54,33,30,46,68,,50,14,49,9,14
347116,ADVANCED HOME CARE,1406-B WEST INNES STREET,SALISBURY,NC,28144,1160,839,16.1,8.5,4.5,1.5,0.2,1.2,0.3,2983794,2977572,3349814,0.6,167,55392,74,356,483,614,225,711,108,,,,,2.02,23,22,16,17,39,47,41,33,47,65,,48,15,50,8,16
347118,SOUTHEASTERN HOME HEALTH,2002 NORTH CEDAR STREET SUITE B,LUMBERTON,NC,28358,673,525,12.5,5.5,5.8,0.8,0.1,0.3,0.0,1306989,1715498,1938357,0.4,234,66006,74,192,333,275,250,276,123,,,82,37,2.57,19,33,16,11,47,52,34,27,48,73,,58,11,65,4,19
347119,WARREN COUNTY HOME HEALTH AGEN,544 A WEST RIDGEWAY STREET,WARRENTON,NC,27589,153,120,13.9,7.7,4.3,0.0,0.0,1.9,0.0,330768,360300,407868,0.2,30,8335,77,43,77,57,63,58,59,0,0,,,2.56,13,33,16,17,38,43,31,24,54,54,,42,11,46,7,15
347120,INNOVATIVE SENIOR CARE HOME HEALTH,"7900 TRIAD CENTER DRIVE, SUITE 116",GREENSBORO,NC,27409,872,586,23.2,10.6,7.6,4.0,1.6,0.0,0.0,3355857,3195286,3613685,0.4,50,13845,84,153,433,294,292,528,52,,,0,,2.04,18,,7,12,45,47,33,51,40,59,,43,24,67,21,19
347121,ADVANCED HOME CARE,8380 NC 87,REIDSVILLE,NC,27320,1243,908,15.9,7.2,5.9,1.1,0.3,1.2,0.2,3146027,3333654,3783029,0.0,144,39041,76,287,621,595,313,749,152,,,0,,2.13,22,27,14,15,44,41,42,36,46,61,,47,15,55,10,14
347122,ADVANCED HOME CARE,1225 HUFFMAN MILL ROAD  SUITE 104,BURLINGTON,NC,27215,686,497,15.6,6.8,5.0,1.1,0.6,2.0,0.2,1663951,1788073,2054453,0.0,112,33154,74,204,293,346,151,372,116,,,,0,2.35,23,21,15,19,48,47,40,37,49,64,,53,17,42,8,14
347123,LIFE PATH HOME HEALTH,914 CHAPEL HILL ROAD,BURLINGTON,NC,27215,295,239,13.2,6.3,4.9,1.2,0.0,0.6,0.2,425133,697674,798600,0.1,61,20881,77,82,157,185,54,202,35,,,0,0,1.91,23,40,15,18,42,44,33,44,38,59,,49,19,44,11,10
347124,GENTIVA HEALTH SERVICES,2111-C NORTH QUEEN STREET,KINSTON,NC,28501,1114,771,18.3,9.9,4.3,2.3,0.3,1.3,0.1,3496232,3081073,3445218,0.5,153,47668,76,279,492,468,303,472,291,,,,,2.26,19,36,12,13,46,49,30,27,52,69,,59,12,49,10,16
347125,ADVANCED HOME CARE,4001 PIEDMONT PARKWAY,HIGH POINT,NC,27265,3257,2339,15.6,7.0,5.5,1.3,0.3,1.5,0.2,8187767,8818522,9990747,0.2,547,174280,74,888,1451,1680,659,1704,577,23,21,,,2.32,22,24,13,17,43,49,34,35,47,65,,48,13,49,9,14
347126,ADVANCED HOME CARE,744 CHURCH STREET NORTH,CONCORD,NC,28025,542,434,16.3,7.2,5.2,1.8,0.4,1.4,0.4,1428800,1523505,1654118,0.3,86,29441,75,168,266,334,100,371,54,,,0,,2.24,23,26,16,19,40,50,39,40,43,74,,50,17,59,5,14
347127,CAPE FEAR VALLEY HOMECARE AND HOSPICE,"1830 OWEN DRIVE, SUITES 201",FAYETTEVILLE,NC,28304,660,509,15.5,8.1,6.0,0.0,0.0,1.3,0.1,2225152,1792827,1975385,0.0,124,41074,75,183,326,374,135,302,180,,11,0,,2.28,20,32,12,18,47,55,42,32,49,70,,58,12,52,8,14
347129,"BAYADA HOME HEALTH CARE, INC",807 NORTH MADISON BLVD,ROXBORO,NC,27573,318,230,18.2,6.6,7.1,2.1,0.0,2.3,0.1,982893,1030766,1091524,0.3,57,12858,76,72,158,137,93,162,61,0,,,,1.87,22,34,10,13,38,41,27,37,41,56,,37,10,50,6,10
347130,CAROLINA EAST HOME CARE,1300 HELEN AVENUE,NEW BERN,NC,28560,543,452,11.8,7.3,3.5,0.3,0.4,0.7,0.0,826565,1292934,1476481,0.2,134,41937,74,195,257,364,88,345,101,0,,0,,1.78,21,17,15,14,37,46,40,28,44,71,,47,13,68,3,13
347131,ADVANCED HOME CARE,2391 COURT DRIVE STE 105,GASTONIA,NC,28054,1670,1277,15.3,7.9,4.9,1.2,0.4,0.7,0.3,4137768,4397849,4792316,0.6,250,85026,73,498,779,893,384,1095,159,,11,,,2.16,22,22,11,13,45,50,43,34,53,70,,53,13,48,7,12
347132,AMEDISYS HOME HEALTH OF FAYETTEVILLE,2021 VALLEY GATE DRIVE SUITE 201,FAYETTEVILLE,NC,28304,503,377,15.4,7.7,5.9,0.0,0.0,1.1,0.7,1434561,1311451,1452738,0.0,79,25178,73,153,224,246,131,210,136,,12,,,2.81,17,36,10,12,50,53,37,31,60,66,,58,10,54,11,15
347134,BAYADA HOME HEALTH CARE INC,200 NORTH MAIN STREET,LEXINGTON,NC,27292,185,135,12.3,6.1,3.8,0.6,0.3,1.5,0.0,384345,422129,480042,0.0,41,12613,73,46,89,80,55,121,12,,0,0,,2.24,20,33,8,8,35,50,32,43,51,62,,46,17,53,12,17
347136,DUKE HOME  HEALTH,4321 MEDICAL PARK DR  SUITE 101,DURHAM,NC,27704,2048,1586,14.8,5.1,6.6,1.3,0.2,1.4,0.1,5905058,6323444,6741835,0.1,414,132620,75,586,1000,1231,355,973,558,18,19,,,2.23,17,24,11,15,38,50,24,36,44,59,,45,14,54,6,14
347169,CAROLINA HOME CARE,2270 US HWY 74A STE 345,FOREST CITY,NC,28043,1183,706,17.2,9.3,3.7,0.8,0.1,3.3,0.0,4305049,2735640,3077860,1.1,260,72002,74,252,454,480,226,629,70,0,,0,,1.87,21,25,20,16,39,40,26,37,45,57,,47,11,48,7,12
347170,GENTIVA HEALTH SERVICES/SALISB,297 EAST 22ND STREET,KANNAPOLIS,NC,28083,2023,1398,19.2,8.3,7.5,1.7,1.0,0.6,0.1,6467551,6357884,6894822,1.2,257,75047,76,480,918,1074,324,1235,137,,12,,,1.83,20,31,12,13,33,38,28,37,40,63,,40,16,61,10,13
347171,GENTIVA HEALTH SERVICES,CYPRESS BAY PLAZA  5167 US HWY 70 WEST,MOREHEAD CITY,NC,28557,539,342,20.5,7.8,6.2,3.1,0.6,2.5,0.1,1747957,1628442,1861982,0.1,80,21641,77,115,227,247,95,302,34,,,0,0,2.15,21,33,11,15,39,45,38,37,47,53,,50,21,67,9,13
347172,LIBERTY HOME CARE,814 WORTH STREET,MOUNT AIRY,NC,27030,365,266,13.1,6.1,5.6,0.0,0.0,1.3,0.0,726420,898994,1022015,0.0,45,12567,77,81,185,151,115,250,,,,,,2.17,21,37,17,11,49,46,46,45,48,68,,51,21,53,10,10
347173,CARESOUTH HOMECARE PROFESSIONALS,407-F PARKWAY,GREENSBORO,NC,27401,1471,971,16.9,6.8,6.7,2.1,0.6,0.6,0.1,4405378,4311611,4913017,0.1,234,63887,78,303,668,604,367,701,240,,18,,,2.02,20,42,13,13,37,46,31,40,46,64,,47,18,50,13,12
347174,GENTIVA HEALTH SERVICES/WINSTO,"2000 FRONTIS PLAZA BOULEVARD, SUITE 300",WINSTON SALEM,NC,27103,1271,933,17.1,6.2,8.3,1.4,0.2,1.1,0.1,3642110,3815771,4349267,0.2,159,53284,73,337,596,717,216,665,244,,14,0,,1.96,18,18,10,14,30,38,24,34,39,56,,41,11,60,6,11
347175,CASWELL COUNTY HOME HEALTH AGE,189 COUNTY PARK ROAD,YANCEYVILLE,NC,27379,217,115,17.4,9.4,5.1,0.0,0.0,2.9,0.0,551979,532093,599239,0.7,93,25324,75,44,71,63,52,75,40,0,0,0,0,2.14,21,32,10,15,37,43,33,26,57,63,,50,7,47,7,16
347176,REX HOME SERVICES,"1500 SUNDAY DRIVE, SUITE 113",RALEIGH,NC,27607,1399,1197,16.3,5.6,6.8,1.6,0.3,1.8,0.1,3843600,4339698,4573918,0.2,204,78965,77,397,800,1063,134,961,199,18,,,11,1.85,22,21,13,18,35,37,23,32,37,64,,48,17,63,5,13
347177,GENTIVA HEALTH SERVICES/CHARLO,8520 CLIFF CAMERON DRIVE STE 140,CHARLOTTE,NC,28269,1309,1077,15.3,5.6,7.9,1.1,0.4,0.1,0.1,3482754,3879230,4227865,0.1,149,53081,74,379,698,831,246,722,325,,11,,12,1.77,15,25,11,13,26,37,20,32,36,63,,34,15,72,8,8
347178,GENTIVA HEALTH SERVICES,"3301 BENSON DRIVE, SUITE 222",RALEIGH,NC,27609,2596,1794,18.0,7.3,6.2,2.9,0.9,0.6,0.1,8288939,8390588,8910935,0.1,259,86811,78,601,1193,1407,387,1441,295,,26,,18,2.02,19,43,10,13,39,43,26,41,39,61,,47,16,60,12,12
347179,WAKEMED HOME HEALTH,2920 HIGHWOODS BLVD SUITE 200,RALEIGH,NC,27604,1028,829,16.2,7.0,5.1,1.3,0.5,2.0,0.4,2275105,2841581,3005882,0.4,276,99276,75,291,538,602,227,529,262,13,21,,,2.20,23,26,13,16,45,51,29,33,50,69,,51,11,41,5,19
347181,HEALTHY AT HOME BLUE RIDGE HEALTHCARE,201 S GERMAIN ST,VALDESE,NC,28690,1299,862,16.9,9.1,5.0,2.1,0.1,0.6,0.0,2897584,3584637,3996770,1.4,302,86118,76,294,568,578,284,781,68,,,0,,1.98,24,32,13,14,39,49,38,41,48,66,,53,17,64,11,11
347185,PIEDMONT HOME CARE,100 EAST 9TH AVENUE,LEXINGTON,NC,27292,979,654,13.8,3.5,9.5,0.5,0.2,0.0,0.0,2055475,3053068,3466288,0.0,147,45274,78,217,437,479,175,591,58,,,,0,2.13,21,37,9,14,39,48,33,44,45,64,,48,21,63,12,18
347186,HORIZONS HOME CARE,250 HOSPICE CIRCLE,RALEIGH,NC,27607,94,79,17.3,7.1,3.3,1.1,0.2,5.3,0.2,132979,227673,239115,0.5,30,9539,78,25,54,64,15,65,12,0,0,,,2.53,18,38,9,32,48,43,19,33,42,61,,52,14,48,11,15
347187,"BAYADA HOME HEALTH CARE, INC",1605 WESTBROOK PLAZA DRIVE,WINSTON-SALEM,NC,27103,162,115,16.2,8.1,4.6,1.4,0.5,1.6,0.1,455160,413586,469618,0.1,29,8241,70,51,64,71,44,75,37,0,,0,,2.78,23,29,14,13,38,50,32,45,43,47,,40,18,44,10,8
347189,HEARTLAND HOME HEALTH CARE,3200 ATLANTIC AVENUE STE 100,RALEIGH,NC,27604,432,358,13.6,5.6,4.2,2.1,0.3,1.0,0.5,1330559,1208172,1278393,0.0,56,18471,78,128,230,279,79,236,114,,,0,,2.62,21,35,12,15,43,50,27,38,43,55,,53,17,52,9,18
347191,HEALTHY AT HOME - CAROLINAS MEDICAL CENTER LINCOLN,853 S LAUREL STREET,LINCOLNTON,NC,28092,493,390,14.5,7.1,4.8,1.5,0.4,0.6,0.1,893140,1256956,1420670,0.0,43,13952,75,152,238,290,100,366,20,0,,,,1.81,22,26,17,15,38,46,35,39,44,74,,52,18,52,11,18
347192,"WELL CARE HOME HEALTH, INC",7721 SIX FORKS ROAD  SUITE 130,RALEIGH,NC,27615,585,474,17.1,6.4,5.1,2.4,0.3,2.6,0.6,1388394,1680104,1839933,0.0,152,49113,74,168,306,327,147,330,129,,,0,,2.06,19,28,14,15,38,46,25,39,46,59,,45,12,52,11,12
347195,PARK RIDGE HOME HEALTH,54 BROWNSBERGER CIRCLE,FLETCHER,NC,28732,738,579,15.1,5.3,7.4,1.3,0.6,0.6,0.2,1689946,2069716,2362708,0.2,162,49419,79,195,384,406,173,537,23,,,0,,1.82,19,49,8,10,35,38,26,48,33,49,,36,18,50,17,8
347196,GENTIVA HEALTH SERVICES,9009-C PERIMETER WOODS DRIVE,CHARLOTTE,NC,28216,1015,739,15.8,7.6,6.2,1.2,0.4,0.3,0.1,2887585,2963271,3208412,0.0,148,47147,76,260,479,537,202,451,265,,12,,,2.25,17,28,10,14,37,45,26,31,43,60,,42,17,57,8,10
347200,HOSPICE OF RANDOLPH COUNTY INC,416 VISION DRIVE,ASHEBORO,NC,27204,15,12,19.4,7.9,7.5,0.0,0.0,3.8,0.3,43754,39645,44894,0.0,,,81,,,,,12,0,0,0,0,0,2.23,50,58,8,8,58,58,33,58,33,50,,50,33,75,0,25
347202,SENTARA HOME CARE SERVICES,300 EAST CHURCH STREET,ELIZABETH CITY,NC,27909,508,416,13.1,6.5,5.2,0.2,0.1,1.1,0.0,1052364,1260698,1405366,0.2,88,28539,74,183,233,340,76,322,89,,,0,,1.84,24,18,15,14,33,38,30,27,47,68,,54,7,58,5,11
347204,GENTIVA HEALTH SERVICES,"2000 FRONTIS PLAZA BLVD,",WINSTON SALEM,NC,27103,73,64,17.2,7.2,7.5,1.2,0.8,0.2,0.2,220970,208840,239836,0.0,11,3918,72,25,39,33,31,27,35,0,,0,,2.11,22,19,11,14,39,63,31,33,50,69,,50,11,47,5,16
347206,CARESOUTH HOMECARE PROFESSIONALS,729 VINEYARDS CROSSING,LEXINGTON,NC,27295,1298,835,15.2,7.9,5.2,1.0,0.1,1.0,0.1,3430093,3384493,3801467,0.3,152,44195,76,284,551,460,375,711,108,,,,,2.20,21,43,11,11,43,45,41,47,51,65,,49,15,52,14,12
347210,UNION REGIONAL HOME CARE,101 EAST FRANKLIN STREET,MONROE,NC,28112,1387,1155,14.9,6.8,5.4,1.9,0.4,0.1,0.2,2675195,4000085,4323275,0.0,122,40999,76,431,724,839,316,876,247,,18,0,,2.12,27,27,16,15,43,54,38,32,45,72,,54,12,50,8,15
347211,"BAYADA HOME HEALTH CARE, INC",1701 WESTCHESTER DRIVE STE 275,HIGH POINT,NC,27262,262,217,15.6,6.3,4.7,2.0,0.6,1.8,0.3,696315,691260,783393,0.2,60,16945,77,82,135,160,57,152,61,,0,0,,2.13,20,38,11,15,37,49,29,37,46,71,,42,12,56,14,19
347212,AMEDISYS HOME HEALTH OF WINSTON SALEM,"1100-B SOUTH STRATFORD ROAD, SUITE 531",WINSTON-SALEM,NC,27106,1108,602,19.2,9.2,5.9,2.1,1.0,0.8,0.3,3973752,3336011,3769943,0.2,151,42036,73,239,363,358,244,469,119,,,0,,2.42,17,36,12,10,38,44,29,46,52,60,,45,12,51,21,13
347215,LAKE NORMAN REGIONAL MEDICAL C,"131 MEDICAL PARK ROAD, SUITE 200",MOORESVILLE,NC,28117,202,156,17.8,8.3,7.6,0.1,0.4,1.3,0.2,1100087,538602,609837,0.1,22,7354,76,59,97,122,34,137,17,,,0,0,2.02,28,22,11,19,45,41,39,29,42,62,,46,15,56,8,15
347217,GENTIVA HEALTH SERVICES,74 WHEATON AVENUE,YOUNGSVILLE,NC,27596,761,545,17.9,6.9,6.6,2.4,0.9,0.8,0.3,2324129,2469763,2668406,0.3,103,34310,75,200,345,364,181,349,190,0,0,,,2.21,21,30,14,14,41,49,32,32,50,64,,52,15,59,9,14
347218,VIDANT HOME HEALTH AND HOSPICE,304 GRANVILLE ST.,WINDSOR,NC,27983,348,254,14.4,6.5,4.1,2.4,0.0,1.4,0.1,721964,903040,1024497,0.0,72,22416,72,100,154,141,113,110,142,,0,0,,2.44,18,28,16,19,46,58,28,27,51,56,,47,4,59,12,9
347220,VIDANT HOME HEALTH AND HOSPICE,1005 W H SMITH BLVD PO BOX 8125,GREENVILLE,NC,27835,1105,912,14.4,7.0,3.9,1.6,0.1,1.3,0.4,2043961,2840510,2982070,0.2,177,64307,73,390,522,619,293,536,358,,,0,,2.25,19,21,16,16,43,55,28,30,50,68,,51,10,47,11,12
