HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",UT,286,284,5036,5065,5294
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",VA,928,918,4710,4778,5205
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",VT,64,63,4708,5135,5228
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WA,470,462,6391,5730,5219
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WI,259,258,5082,5098,5235
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WV,337,329,4921,4303,5222
2CGL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WY,28,28,5101,5089,5237
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AL,744,738,5342,4715,5885
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AR,285,284,6059,4923,5905
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AZ,264,263,5383,5792,5884
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CA,1085,1073,6357,7471,5888
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CO,283,281,4943,5757,5865
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CT,257,256,5242,6824,5930
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",DC,24,24,5955,5764,5898
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",DE,91,91,5487,5884,5849
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",FL,7017,6528,3903,5566,5909
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",GA,801,796,5136,5185,5852
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",HI,20,20,6006,6710,5817
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IA,128,128,5161,5277,5820
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",ID,141,140,6079,5505,6011
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IL,1123,1092,5465,5840,5874
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IN,478,474,5512,5497,5884
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",KS,290,290,5038,5293,5884
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",KY,490,484,5084,5025,5878
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",LA,652,649,5296,4884,5876
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MA,763,760,5480,6579,5896
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MD,454,452,5716,5763,5872
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",ME,151,150,5192,5609,5890
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MI,1100,1090,5527,5488,5862
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MN,249,249,5385,6093,5857
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MO,411,407,5269,5333,5876
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MS,474,466,5271,4853,5877
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MT,27,27,4940,5419,5900
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NC,678,674,5069,5213,5897
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",ND,20,20,6091,4651,5886
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NE,114,113,4777,5581,5891
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NH,109,109,5366,5969,5887
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NJ,470,468,6076,6442,5869
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NM,104,102,5155,5487,5890
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NV,162,160,6170,6612,5942
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NY,707,705,6368,6273,5878
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OH,780,778,5071,5333,5875
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OK,502,496,5140,5153,5951
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OR,107,107,7047,6374,5900
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",PA,901,896,6073,5560,5877
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",PR,38,38,4973,3259,5937
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",RI,79,79,5582,6160,5935
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",SC,415,411,5172,5159,5874
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",SD,26,26,4642,4971,5700
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",TN,986,966,5021,4909,5877
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",TX,2524,2496,5748,5391,5916
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",UT,176,176,5472,5551,5898
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",VA,682,680,5342,5447,5891
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",VT,57,56,5092,5798,5889
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WA,326,326,6710,6426,5882
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WI,184,182,5239,5738,5879
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WV,230,228,5398,4932,5903
2CGM,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WY,30,30,6165,5850,5963
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AL,350,343,4957,3862,4838
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AR,133,131,5706,4070,4880
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AZ,154,152,4598,4668,4812
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CA,1065,1047,5644,6111,4862
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CO,124,123,4246,4613,4784
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CT,128,128,4954,5629,4871
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",DC,22,22,4792,4931,4853
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",DE,46,45,4515,4818,4899
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",FL,1596,1560,4207,4505,4860
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",GA,457,452,4636,4309,4832
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",HI,18,18,4350,5499,4908
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IA,38,37,4799,4439,4808
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",ID,60,59,5333,4458,4883
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IL,634,622,4889,4774,4835
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IN,247,246,4975,4551,4830
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",KS,117,117,4495,4376,4888
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",KY,161,159,4609,4094,4832
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",LA,242,241,4717,4066,4865
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MA,220,211,4958,5557,4921
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MD,336,335,5169,4736,4837
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",ME,36,36,4807,4507,4872
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MI,786,753,4545,4494,4794
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MN,113,112,4575,5094,4874
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MO,220,216,4426,4335,4806
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MS,334,326,4617,3979,4835
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MT,19,19,4492,4485,4867
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NC,391,388,4301,4250,4792
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",ND,11,11,4801,3581,4535
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NE,29,28,4119,4561,4788
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NH,37,37,4475,4789,4841
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NJ,393,391,5522,5331,4848
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NM,74,74,5196,4550,4891
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NV,147,144,5553,5382,4857
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NY,499,493,5822,5587,4903
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",OH,385,380,4562,4354,4789
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",OK,282,277,4777,4149,4859
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",OR,104,103,5757,5153,4835
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",PA,387,385,5070,4592,4805
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",PR,58,58,5158,2695,4882
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",RI,22,22,4750,4984,4823
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",SC,249,244,4585,4298,4861
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",TN,502,493,4631,4055,4841
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",TX,1545,1485,4925,4470,4872
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",UT,75,72,4839,4581,4835
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",VA,393,389,4624,4458,4819
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",VT,16,16,4375,4647,4842
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",WA,271,265,5808,5276,4862
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",WI,164,162,4272,4756,4869
2CHK,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",WV,105,103,4624,4044,4877
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",AL,347,341,5179,4405,5520
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",AR,170,167,5660,4600,5482
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",AZ,164,163,4968,5402,5520
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",CA,832,825,6044,6973,5540
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",CO,109,107,4672,5450,5506
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",CT,120,118,4774,6222,5500
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",DC,13,13,5062,5600,5506
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",DE,35,35,6020,5668,5610
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",FL,2121,2043,3942,5206,5534
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",GA,398,393,4841,4886,5489
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",HI,15,15,5218,6226,5510
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",IA,44,43,4924,4960,5551
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",ID,58,57,5101,4984,5453
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",IL,580,563,5383,5446,5480
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",IN,202,198,5346,5113,5458
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",KS,111,110,4579,4881,5487
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",KY,196,192,4665,4627,5494
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",LA,272,265,5303,4604,5532
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MA,223,222,5175,6130,5526
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MD,291,288,5556,5405,5517
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",ME,48,47,4952,5197,5517
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MI,654,633,5063,5114,5474
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MN,94,94,4906,5710,5457
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MO,199,196,4946,4982,5507
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MS,332,320,5161,4552,5502
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",MT,12,12,4982,5101,5509
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NC,388,383,4581,4825,5463
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NE,57,56,4207,5173,5436
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NH,34,34,5285,5768,5642
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NJ,308,306,5745,6027,5468
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NM,64,62,5245,5223,5464
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NV,83,77,5903,6454,5655
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",NY,416,411,6269,6231,5548
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",OH,338,333,4850,5010,5500
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",OK,269,260,5301,4956,5654
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",OR,85,82,6514,5851,5527
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",PA,372,364,5607,5231,5499
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",PR,59,59,5498,3056,5559
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",RI,24,24,5665,6199,5773
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",SC,216,214,5063,4835,5502
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",TN,558,548,4987,4616,5505
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",TX,1450,1402,5397,5098,5551
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",UT,78,75,4675,5128,5501
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",VA,355,350,5085,5109,5505
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",VT,14,14,4770,5422,5514
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",WA,219,214,6737,5967,5478
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",WI,119,119,4850,5340,5468
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",WV,95,95,4940,4450,5492
2CHL,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2",WY,11,11,6165,5409,5537
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",AL,241,241,5889,4952,6174
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",AR,99,97,6425,5145,6188
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",AZ,135,135,5424,5983,6169
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",CA,648,643,6644,7825,6171
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",CO,92,90,5325,5982,6141
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",CT,81,81,5739,6969,6152
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",DE,33,32,5816,6213,6185
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",FL,1955,1888,4486,5866,6214
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",GA,325,323,5301,5443,6115
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",HI,22,22,5529,7087,6223
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",IA,44,44,5328,5688,6223
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",ID,45,45,6856,5977,6402
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",IL,487,469,5730,6127,6143
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",IN,151,148,5893,5820,6145
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",KS,107,107,5437,5719,6289
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",KY,157,156,5388,5274,6128
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",LA,174,173,5454,5132,6112
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MA,160,160,5912,6813,6156
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MD,254,252,5995,5989,6159
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",ME,34,34,5247,5853,6133
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MI,492,482,5623,5757,6130
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MN,94,94,5277,6413,6149
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MO,145,145,5457,5559,6145
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MS,150,146,5701,5098,6176
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",MT,14,14,4916,5600,6160
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NC,299,298,5258,5434,6140
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NE,38,38,5280,5840,6166
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NH,25,25,5769,6235,6231
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NJ,264,262,6801,6756,6114
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NM,50,50,5684,5734,6168
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NV,66,65,7008,6961,6262
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",NY,279,276,6923,7027,6200
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",OH,261,259,5310,5695,6200
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",OK,159,156,5490,5390,6208
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",OR,69,68,7228,6603,6130
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",PA,307,306,5801,5862,6160
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",PR,58,58,6219,3322,6013
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",RI,26,26,5256,6382,6174
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",SC,167,167,5355,5468,6147
2CHM,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3",TN,369,364,5192,5132,6144
